会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
株式会社プロペ,http://prope.jp,中裕司,東京都,中央区,40,1000,2006,5,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
シザーズアンドナイヴズ株式会社,http://www.s-and-k.jp,徳原徹,東京都,台東区,40,1000,2011,11,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
Rejet株式会社,https://rejet.jp,岩崎大介,東京都,新宿区,40,900,2009,6,未上場,BtoC,ゲーム,ゲーム開発,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
合同会社シュガーカット,http://www.sugarcut.co.jp,高田竜,大阪府,大阪市浪速区,40,700,2008,12,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
スーパートリック・ゲームズ株式会社,http://www.grasshopper.co.jp,須田剛一,東京都,千代田区,40,5000,,,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社QualiArts,https://qualiarts.jp,辻岡義立,東京都,渋谷区,39,10000,2016,10,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社エボルブ,http://evolve.ne.jp,安松亮,大阪府,大阪市北区,39,2500,2003,5,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社Sola.com,http://solanets.com,高橋洋人,宮城県,仙台市青葉区,35,1000,2003,3,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,書籍出版,情報セキュリティ,,,,,,,,,,,,,,,,,,
株式会社スマイルブーム,https://smileboom.com,小林貴樹,北海道,札幌市北区,39,820,2008,1,未上場,BtoB,ゲーム,ゲーム開発,デジタル系コンテンツ,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社メテオライズ,https://www.meteorise.co.jp,渡邉幸二,東京都,千代田区,39,2100,2010,4,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社モノクロ,http://monochrome-corp.com,出口智彦,兵庫県,西宮市,39,200,2011,9,未上場,BtoB,ゲーム,ゲーム開発,システム開発,,,,,,,,,,,,,,,,,,,
サン・ベスト株式会社,https://www.3-best.jp,白青松,東京都,墨田区,38,2200,2007,9,未上場,"BtoC,BtoB",ゲーム,システム開発,ゲーム開発,総合系eコマース,,,,,,,,,,,,,,,,,,
ヴァニラウェア有限会社,http://vanillaware.co.jp,神谷盛治,大阪府,大阪市中央区,40,300,2002,2,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
ちゅらっぷす株式会社,http://churapps.co.jp,中山法夫,沖縄県,那覇市,38,400,2015,7,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社グランドデザイン,https://www.grand-design.jp,原民輝,愛知県,名古屋市中区,38,1000,2005,7,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,Web制作,,,,,,,,,,,,,,,,,,
株式会社ミックスベース,https://www.lewisfactory.co.jp,長沢一男,東京都,港区,37,3000,2016,8,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社スーパーアプリ,https://www.super-appli.co.jp,飯沼正樹,愛知県,名古屋市中区,37,6854,2010,6,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
GMOインサイト株式会社,http://www.gmo-insight.jp,徳永伸一郎,東京都,渋谷区,37,5000,2017,6,未上場,"BtoB,BtoC",ゲーム,Webアプリ・サービス運営,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社セガプレイハート,https://sega-playheart.co.jp,福里済,東京都,品川区,37,9120,2011,7,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社ウニコ,http://www.unico-inc.jp,林圭一,東京都,千代田区,38,300,2006,1,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム開発,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
ユービーアイソフト株式会社,http://www.ubisoft.co.jp,スティーヴ・ミラー,東京都,渋谷区,36,5000,1994,4,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ラピス,http://www.lapizinc.com,大海啓一,東京都,渋谷区,36,1600,2004,6,未上場,BtoB,ゲーム,デジタル系コンテンツ,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社モックス,http://mox-motion.com,住岡義和,東京都,新宿区,36,1485,2007,10,未上場,BtoB,ゲーム,デザイン,ゲーム開発,,,,,,,,,,,,,,,,,,,
SEモバイル・アンド・オンライン株式会社,https://www.semo.co.jp,伊藤文彦,東京都,新宿区,37,1000,2006,10,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社IGG Japan,http://www.igg.jp,黄書煒,東京都,新宿区,36,4000,2015,2,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社GOODROID,https://goodroid.co.jp,松田和彬,東京都,目黒区,36,5000,2014,10,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社プラチナエッグ,http://www.platinum-egg.com,竹村也哉,東京都,文京区,37,1000,2002,12,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社シグナルトーク,https://www.signaltalk.com,栢孝文,東京都,大田区,37,1000,2006,12,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社キャトルコール,http://www.cattle-call.co.jp,石井誠一,東京都,中野区,36,1000,1998,3,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
有限会社遊宝洞,http://yuhodo.jp,広木克哉,東京都,渋谷区,35,-,2003,6,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社インターテクノ,http://www.i-t-c.co.jp,民田秀夫美,東京都,北区,35,2000,1988,5,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,システム開発,,,,,,,,,,,,,,,,,,,
株式会社アッパーグラウンド,http://upper-ground.jp,上原利之,東京都,新宿区,34,300,2014,3,未上場,BtoB,ゲーム,ゲーム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ナインライヴス,https://9lives.co.jp,-,東京都,世田谷区,35,1000,2012,3,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,製造・技術人材派遣,,,,,,,,,,,,,,,,,,,
株式会社アッパーグラウンド,http://upper-ground.jp,上原利之,東京都,新宿区,34,300,2014,3,未上場,BtoB,ゲーム,ゲーム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社モス,http://www.mossjp.co.jp,駒澤敏亘,東京都,台東区,33,1000,1993,3,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,CM制作・映像制作,,,,,,,,,,,,,,,,,,
株式会社ツェナワークス,http://www.zener.co.jp,川野忠仁,東京都,港区,33,-,1990,7,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社じゃっく,http://studiojack.com,金村勝義,東京都,新宿区,35,-,1970,4,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
デザインファクトリー株式会社,http://www.designf.com,樋口誠,東京都,豊島区,34,1000,2001,4,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社miHoYo,https://www.corp.mihoyo.co.jp,李承天,東京都,渋谷区,33,800,2015,9,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
空株式会社,https://qoooh.com,岩崎聡志,東京都,渋谷区,33,500,2011,9,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社マイティークラフト,https://www.m-craft.com,西川博成,東京都,豊島区,33,1000,1988,6,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社フライペンギン,https://www.flypenguin.jp,河原浩介,東京都,中央区,32,1000,2013,6,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ユアネット,https://yournet-jp.com,勝又直紀,東京都,渋谷区,32,300,2003,2,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社CRAFTS&MEISTER,http://www.crafts-meister.co.jp,須藤克洋,大阪府,大阪市中央区,32,1000,2004,6,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
芸者東京株式会社,https://www.geishatokyo.com,田中泰生,東京都,文京区,30,40000,2006,10,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社アルカディア・プロジェクト,http://www.ar-pro.co.jp,土生貴博,東京都,新宿区,30,500,2009,6,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ヴューズ,http://www.views-pr.jp,藤原勝,大阪府,大阪市浪速区,30,3000,1989,10,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社エクサム,http://www.examu.co.jp,塚本紀生子,東京都,台東区,30,10000,2007,3,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,販促コンサル,,,,,,,,,,,,,,,,,,
株式会社ブループリント,https://www.b-print.co.jp,小林功,東京都,中央区,30,10000,2015,4,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
魔法株式会社,http://www.mahou.co.jp,箕作孝行,兵庫県,神戸市中央区,29,7000,1985,5,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社オーアールジー,http://www.orggames.co.jp,大貫尋美,神奈川県,川崎市川崎区,28,1000,1991,1,未上場,BtoB,ゲーム,ゲーム開発,玩具,,,,,,,,,,,,,,,,,,,
株式会社未来少年,http://miraishonen.co.jp,米倉千貴,東京都,千代田区,30,4500,2004,8,未上場,BtoB,ゲーム,システム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社サムライ・ソフト,https://www.samurai-soft.com,井上敬介,東京都,豊島区,29,1000,2012,7,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社スティング,https://www.sting.co.jp,山藤武志,東京都,千代田区,28,4000,1989,2,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社カイロソフト,https://kairosoft.net,臼井和之,東京都,新宿区,31,10000,2007,9,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ディ・テクノ,https://d-techno.jp,市原高明,東京都,港区,31,800,2008,12,未上場,"BtoC,BtoB",ゲーム,Webアプリ・サービス運営,ソーシャルゲーム・SNS,Web制作,,,,,,,,,,,,,,,,,,
株式会社Razest,http://razest.co.jp,木村仁,大阪府,大阪市北区,28,1000,2006,7,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社Com2uS Japan,https://www.jp.com2us.com,金鎭用,東京都,新宿区,30,-,,,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社テクノブレイン,http://www.technobrain.com,芦達剛,京都府,京都市山科区,28,3000,1994,1,未上場,"BtoB,BtoC",ゲーム,システム開発,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社ダイダロス,http://www.daidalos.co.jp,海野直春,東京都,港区,27,1000,2000,2,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社AppBASE,http://www.appbase.co.jp,五十部泰樹,大阪府,大阪市天王寺区,27,1000,2014,12,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社ジェン・デザイン,http://www.gendesign.co.jp,洞谷仁治,東京都,江東区,27,-,2014,1,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
アムジー株式会社,http://www.amzy.co.jp,松田和浩,大阪府,大阪市中央区,27,900,2008,4,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
有限会社スタジオ・トゥインクル,http://twinkle-anime.work,森下成一,東京都,西東京市,28,500,1982,9,未上場,BtoB,ゲーム,映画・アニメーション,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社ブラウニーズ,http://brownie-games.co.jp,亀岡慎一,東京都,武蔵野市,26,888,2012,11,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社hautecouture,http://hautecouture.jp,中村晋矢,東京都,港区,27,5000,2011,2,未上場,BtoB,ゲーム,ゲーム開発,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
ケントリサーチ株式会社,https://ssl.kr-web.com,斎藤賢治,東京都,台東区,27,1250,1975,12,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
ティフォン株式会社,http://www.tyffon.com,深澤研,東京都,品川区,27,-,2011,11,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ピグミースタジオ,http://www.pygmy.jp,小清水史,大阪府,大阪市中央区,26,3000,2007,11,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社シーズクラフト,https://cscraft.co.jp,立花大輔,秋田県,秋田市,26,1000,2011,4,未上場,BtoB,ゲーム,CM制作・映像制作,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社マスターピース,https://www.masterpiece.co.jp,吉川裕治,東京都,新宿区,26,2100,1992,2,未上場,BtoB,ゲーム,ゲーム開発,クラウド系・Fintech,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社トライクレッシェンド,https://www.tri-crescendo.co.jp,初芝弘也,東京都,江東区,26,1250,1999,2,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
有限会社チャイム,http://www.chime.co.jp,吉田憲次,東京都,新宿区,26,760,1990,8,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
禹諾国際株式会社,https://yunuo.co.jp,陳忠,東京都,千代田区,26,9500,2015,1,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
ウォーゲーミングジャパン合同会社,http://asia.wargaming.net,ルーン・ラジャ・スライマン・アービソン,東京都,千代田区,26,10000,2013,7,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ヴァンガード,http://www.vgd.co.jp,杉山智則,神奈川県,横浜市港北区,25,4000,1993,10,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
ジニアス・ソノリティ株式会社,https://www.geniussonority.co.jp,山名学,東京都,中央区,26,10000,2002,6,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社アティック・アーケード,http://www.attic-arcade.co.jp,宮本賢二,東京都,品川区,25,1000,2004,6,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社トライシス,https://trisys.sakura.ne.jp,細野晴彦,北海道,札幌市豊平区,25,1000,1994,9,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社アイ・ティー・エル,https://itl.ne.jp,山田壮志,東京都,大田区,25,1000,1986,1,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社ヴァンガード,http://www.vgd.co.jp,杉山智則,神奈川県,横浜市港北区,25,4000,1993,10,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社コスモマキアー,https://www.cosmomachia.co.jp,森一申,東京都,文京区,24,600,2010,6,未上場,0,ゲーム,ソーシャルゲーム・SNS,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社UNBALANCE,https://www.unbalance.co.jp,池田修,東京都,千代田区,24,8300,1998,3,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社Loxarc,https://www.loxarc.co.jp,浅野智之,東京都,千代田区,25,-,2021,4,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社オレンジキューブ,http://orange-cube.jp,瀧澤法弘,東京都,新宿区,26,300,2013,1,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社マカリア,https://www.makaria.biz,-,東京都,国分寺市,25,950,2014,4,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社ドムス,https://www.doms.jp,小堀裕之,大阪府,大阪市城東区,25,8855,2000,1,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ゲームアーツ,https://www.gamearts.co.jp,森下一喜,東京都,千代田区,24,7836,1985,3,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,システム開発,,,,,,,,,,,,,,,,,,,
株式会社シェンロン,http://www.xenron.jp,木村智治,東京都,渋谷区,23,100,,,未上場,"BtoC,BtoB",ゲーム,アミューズメント機器,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社サンドロット,http://www.sandlot.jp,黒田志郎,東京都,杉並区,23,-,2001,3,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社トキオ・ゲッツ,http://www.tokyogets.com,原浩平,東京都,新宿区,23,6003,1998,3,未上場,BtoB,ゲーム,イベント,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社エイコープリント,https://www.eikoh-print.net,磯貝健,神奈川県,横浜市中区,23,1000,1979,7,未上場,"CtoC,BtoC",ゲーム,紙媒体印刷,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社スカイネットコーポレーション,http://www.skynet-i.co.jp,下川哲也,大分県,大分市,23,-,1999,1,未上場,BtoB,ゲーム,,,,,,,,,,,,,,,,,,,,,
株式会社LogicLinks,https://www.logiclinks.co.jp,春田康一,東京都,渋谷区,22,5000,2016,11,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
グリッド株式会社,https://www.grid-game.co.jp,辰田光章,東京都,千代田区,22,100,,,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社AREA35,http://www.area35east.com,由良浩明,東京都,千代田区,22,-,2016,8,未上場,BtoB,ゲーム,ゲーム開発,翻訳・通訳,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社アド・ベン・コーポレーション,http://www.adben.co.jp,牛島宏,福岡県,福岡市博多区,23,1000,1975,5,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,デザイン,,,,,,,,,,,,,,,,,,
ゲームドゥ有限会社,http://gamedo.co.jp,中村恵美,北海道,札幌市豊平区,23,1000,2005,7,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ノイズ,http://www.noise-games.com,佐々木茂雄,東京都,港区,22,1000,1996,9,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社オペラハウス,http://www.operahouse.co.jp,金子隆二,東京都,千代田区,22,1000,2002,4,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,映画・アニメーション,,,,,,,,,,,,,,,,,,,
合同会社イクシール,http://www.ixill.net,狩俣順次,東京都,練馬区,22,-,2006,6,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
クルーズ株式会社,http://crooz.co.jp,小渕宏二,東京都,渋谷区,22,46016,2001,5,スタンダード（内国株式）,BtoC,ゲーム,ソーシャルゲーム・SNS,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社インゲーム,http://www.ingame.jp,カシケン,東京都,新宿区,21,900,2010,8,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社SeRoRi,https://www.serori.co.jp,山下養一,東京都,港区,22,-,2014,5,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ジー・モード,https://gmodecorp.com,青木利則,東京都,品川区,21,10000,2006,6,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社クラウドクリエイティブスタジオ,http://cloud-creative-studios.com,秦泉寺章夫,京都府,京都市下京区,20,200,2011,2,未上場,BtoC,ゲーム,ゲーム開発,システム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,
株式会社AZITO,http://www.azito.co.jp,佐藤芳之,東京都,港区,20,6000,2014,2,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社UNIVRS,https://www.univrs.jp,藤川啓吾,東京都,中央区,20,-,2016,7,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社モノコト,http://www.monokoto.co.jp,佐野高一,京都府,京都市中京区,20,450,2010,12,未上場,BtoB,ゲーム,ゲーム開発,システム開発,,,,,,,,,,,,,,,,,,,
有限会社チュウチュウ,http://www.tuetue.com,-,東京都,中央区,20,-,,,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
6waves株式会社,http://www.6waves.jp,高野ケン,東京都,港区,20,3000,2011,3,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社アクティブチャネル,http://active-c.jp,阿部和貴,東京都,新宿区,20,1000,2005,4,未上場,"BtoC,BtoB",ゲーム,インターネット広告代理店,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社キングポーン,http://kingpawn.jp,清水祐一,東京都,中央区,20,550,2011,8,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社トライスラッシュ,http://www.tri-slash.co.jp,阿部宗右,東京都,武蔵野市,20,1100,2006,7,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社ビッグバン,http://www.bigb.jp,北川敦司,東京都,新宿区,20,10000,2014,7,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社カラクリズム,http://www.karakuri-ism.com,丸山智寛,東京都,中野区,21,990,2009,1,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ブリッジ,http://www.vridge.co.jp,川村真也,東京都,町田市,17,3000,2000,7,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社オプティウェーブ,http://www.opti-wave.co.jp,栗田暁,神奈川県,川崎市多摩区,21,300,2004,7,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,Web制作,,,,,,,,,,,,,,,,,,,
株式会社月島ファクトリー,http://moonisland.jp,日野昭宏,青森県,青森市,20,1000,2006,10,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,デザイン,,,,,,,,,,,,,,,,,,,
クアドラソフトウェア株式会社,http://qdsoft.co.jp,池田孟史,大阪府,大阪市北区,19,300,2011,9,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
ウイン株式会社,http://wynn-k.com,金田優大,東京都,渋谷区,19,300,2013,11,未上場,BtoB,ゲーム,ゲーム開発,デザイン,,,,,,,,,,,,,,,,,,,
株式会社クラップハンズ,https://claphanz.com,村守将志,神奈川県,横浜市西区,19,1000,1998,4,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社インスピリット,http://www.inspirit-777.com,水野省一,東京都,渋谷区,21,1000,2010,3,未上場,BtoB,ゲーム,アミューズメント機器,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社Manjuu,https://www.manjuu.com,林書茵,東京都,千代田区,19,500,2019,11,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社クラップハンズ,https://claphanz.com,村守将志,神奈川県,横浜市西区,19,1000,1998,4,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
有限会社ハチノヨン,http://8-4.jp,源紘子,東京都,目黒区,19,-,2005,10,未上場,BtoB,ゲーム,翻訳・通訳,ゲーム開発,,,,,,,,,,,,,,,,,,,
FELISTELLA株式会社,http://felistella.co.jp,木下貴之,岐阜県,岐阜市,19,-,2010,7,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,映画・アニメーション,,,,,,,,,,,,,,,,,,
レジェンドベースボール株式会社,https://legend-bb.com,山内恵一,東京都,新宿区,19,20000,,,未上場,"BtoC,BtoB",ゲーム,,,,,,,,,,,,,,,,,,,,,
株式会社カエルエックス,https://caerux.com,金原正典,東京都,足立区,19,1000,2006,5,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
スパイラルセンス株式会社,https://spiralsense.jp,小林俊夫,東京都,千代田区,19,1000,2011,11,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社タキオン,http://www.tachyonworks.co.jp,桑原学,東京都,千代田区,19,-,2001,5,未上場,BtoB,ゲーム,ゲーム開発,アミューズメント機器,,,,,,,,,,,,,,,,,,,
株式会社未来ボックス,http://miraibox.jp,志賀雄太,神奈川県,横浜市中区,19,500,2011,8,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
リトルスタジオインク株式会社,https://www.little-studios.co.jp,町田保,東京都,渋谷区,18,2300,1983,8,未上場,BtoB,ゲーム,Web制作,ゲーム開発,デザイン,,,,,,,,,,,,,,,,,,
