会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
合同会社エースハイブ,http://acehive.co.jp,篠原淳史,大阪府,大阪市中央区,11,100,2012,2,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社aNCHOR,http://ixtl.jp,前野展啓,東京都,港区,10,3000,2011,5,未上場,BtoC,ゲーム,映画・アニメーション,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社インフィニブレイン,https://www.infini-brain.co.jp,武山英治,大阪府,大阪市中央区,11,1000,2000,3,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
有限会社エレメント,http://www.escude.co.jp,-,大阪府,大阪市北区,11,-,1998,5,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
有限会社メイキング,https://www.makingarts.com,貞本竜児,東京都,豊島区,10,500,2001,1,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社おふぃす5656,http://www.office5656.com,越谷勝治,東京都,目黒区,10,1000,2005,8,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社Barehand Modeling Studio,https://www.barehandms.com,一瀬隼,東京都,世田谷区,10,250,2017,1,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社デファー,https://d-evolutionfactory.wixsite.com,大平隆幸,東京都,杉並区,10,-,2008,10,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社オフィスムーブ,http://www.officemove.co.jp,木村義文,東京都,板橋区,10,1000,1994,12,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
JAZYブランディング株式会社,http://www.do-des.com,水元孝輔,東京都,千代田区,10,500,,,未上場,BtoB,ゲーム,デザイン,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社MUTAN,https://www.mutan.co.jp,渡邊弘之,東京都,豊島区,10,300,2007,1,未上場,BtoB,ゲーム,ゲーム開発,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社アカツキ福岡,https://aktsk.jp,坪岡章仁,福岡県,福岡市中央区,10,500,2018,3,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社日本アートメディア,http://www.jam1989.co.jp,髙橋充,東京都,台東区,10,2800,1989,11,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
有限会社スワット,http://www.swat.bz,塩川勝一,福岡県,福岡市早良区,10,-,,,未上場,BtoC,ゲーム,メンズアパレル,総合系eコマース,,,,,,,,,,,,,,,,,,,
株式会社ムソウ,https://musou.co.jp,小柴義明,東京都,新宿区,10,1000,2000,12,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社スペースアウト,http://www.spaceout.jp,-,東京都,武蔵野市,10,6800,2002,11,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社アイビープログレス,http://www.pg-net.co.jp,岡部敦,神奈川県,横浜市西区,10,1000,1991,3,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社日向屋,https://hyuga-ya.com,仁平孝佳,宮崎県,宮崎市,10,300,2015,9,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
有限会社イマジオ,http://www.imagio-dev.co.jp,内藤晃爾,大阪府,大阪市淀川区,10,300,1998,6,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社レベルアップ,https://www.lvup-web.com,松岡恭太,神奈川県,横浜市中区,10,700,2008,4,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社ゼレオ,http://www.zereo.co.jp,大畑和幸,東京都,新宿区,10,200,2008,12,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ムソウ,https://musou.co.jp,小柴義明,東京都,新宿区,10,1000,2000,12,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社カーパイン,http://www.carpine.co.jp,高橋呉明,東京都,世田谷区,9,-,2005,7,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ナカユビ・コーポレーション,http://nakayubi-corp.jp,山口晴輝,神奈川県,川崎市川崎区,10,-,2016,5,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社TDR,http://tdr-i.com,林健太郎,埼玉県,さいたま市大宮区,9,310,2009,1,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,システム開発,,,,,,,,,,,,,,,,,,,
株式会社レコム,https://www.recom-corp.co.jp,KuramotoYasuhiro,東京都,渋谷区,9,1000,2007,5,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社DoIT,http://www.doit-corp.com,水野将臣,神奈川県,横浜市磯子区,9,-,,,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社シェルト,http://www.cierto.co.jp,松岡勲,東京都,港区,11,3000,2013,1,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社アップグレード,http://www.upgrade-corp.com,塚田晋司,埼玉県,川口市,9,1000,2006,4,未上場,BtoB,ゲーム,ゲーム開発,システム開発,,,,,,,,,,,,,,,,,,,
株式会社キタックネットワーク,http://www.kitac-net.co.jp,小林優,東京都,千代田区,9,500,2009,1,未上場,BtoB,ゲーム,ゲーム開発,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
株式会社イナズマアニメーションスタジオ,http://inazuma-anim.com,鈴木誠,東京都,台東区,9,-,2018,9,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社グループエス・エヌ・イー,http://www.groupsne.co.jp,安田均,兵庫県,神戸市中央区,9,-,1987,10,未上場,"BtoB,BtoC",ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,書籍出版,,,,,,,,,,,,,,,,,,
株式会社シーエー,http://www.create-air.com,蛭田芳,東京都,新宿区,9,1000,2002,3,未上場,BtoB,ゲーム,CM制作・映像制作,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社スマイルメーカー,https://www.smilemaker.jp,宇田川慎之介,東京都,渋谷区,9,1880,2008,6,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社文化放送エクステンド,https://www.joqrextend.co.jp,内田浩之,東京都,港区,9,5000,2012,5,未上場,"BtoC,BtoB",ゲーム,ラジオ制作,ゲーム開発,イベント,,,,,,,,,,,,,,,,,,
株式会社まどか,http://www.madoka-soft.co.jp,小野いずみ,兵庫県,宝塚市,9,1000,1999,4,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ワンオブゼム,https://www.oneofthem.jp,武石幸之助,東京都,港区,9,4000,2011,1,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,デザイン,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
アクチュアル・ブレーン株式会社,http://www.ab-c.co.jp,鈴木一路,東京都,中央区,9,1000,1987,1,未上場,BtoB,ゲーム,ITインフラストラクチャー,ゲーム開発,システム開発,,,,,,,,,,,,,,,,,,
アマツ株式会社,http://www.amatz.com,井上総仁,東京都,渋谷区,9,1435,2010,3,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社オーディン,http://www.ordin-soft.com,-,大阪府,大阪市浪速区,8,300,2004,7,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社IJO,http://www.ijo.co.jp,工藤浩司,東京都,大田区,9,-,2005,3,未上場,BtoB,ゲーム,ゲーム開発,映画・アニメーション,,,,,,,,,,,,,,,,,,,
株式会社ぺんしる,http://www.pencilpro.jp,久保哲雄,東京都,練馬区,8,300,1999,7,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社オープンセサミ,http://www.o-sesame.co.jp,髙田陽,神奈川県,相模原市南区,8,1000,2000,7,未上場,BtoB,ゲーム,ゲーム開発,デザイン,,,,,,,,,,,,,,,,,,,
株式会社グレンジ,https://www.grenge.co.jp,木下慎也,東京都,渋谷区,8,10000,2011,2,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ヘッドワークス,http://hedworks.sakura.ne.jp,佐藤正浩,東京都,三鷹市,8,1300,2002,9,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社kuroki-ad,https://kuroki-ad.com,黒木貞和,大阪府,大阪市西区,8,1000,1989,11,未上場,BtoB,ゲーム,機械設計,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社ガーラ,http://www.gala.jp,菊川曉,東京都,渋谷区,8,421386,1993,9,スタンダード（内国株式）,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社マルマス,http://marumasu-kagawa.com,増田定,香川県,善通寺市,8,1000,1980,1,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,CM制作・映像制作,,,,,,,,,,,,,,,,,,
株式会社SR factory,http://sr-factory.jp,秋元哲也,東京都,渋谷区,8,650,2010,8,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社リオンシア,https://reoncia.com,柿内一宏,大阪府,大阪市北区,7,500,2008,11,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ファブコミュニケーションズ,http://www.fabcom.tokyo,江幡泰太,東京都,渋谷区,7,1500,1993,12,未上場,"BtoC,BtoB",ゲーム,テレビ番組,ゲーム開発,イベント,,,,,,,,,,,,,,,,,,
ファビュラスワークスエンターテインメント株式会社,https://fwe.co.jp,藤本貴文,東京都,町田市,8,300,2018,1,未上場,"BtoB,BtoC",ゲーム,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社エイジ,https://www.age-corp.jp,安田剛,東京都,港区,8,10000,2001,8,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ノヴェルアプローチ,http://www.novelapproach.jp,家村和憲,大阪府,大阪市北区,8,300,2005,6,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社バズ,http://www.buzz-web.net,津野功佳,大阪府,大阪市西区,8,300,2009,11,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,システム開発,,,,,,,,,,,,,,,,,,
株式会社インセル,http://www.insel.jp,-,東京都,中野区,7,-,2006,4,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社アイエヌオー,https://ino.co.jp,井口拓哉,東京都,国分寺市,7,300,2015,11,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
有限会社テンキー,https://www.tenky.co.jp,成田伸子,東京都,世田谷区,7,5000,1989,12,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,ゲーム開発,,,,,,,,,,,,,,,,,,
株式会社クリエイティブアーツ,http://www.creativearts.co.jp,日下哲辰,京都府,京都市中京区,7,3000,,,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社デジタルワークショップ,http://www.dshop.co.jp,安藤康治,愛知県,名古屋市東区,7,-,1997,7,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,Web制作,,,,,,,,,,,,,,,,,,
株式会社Ki-no,http://ki-no.co.jp,大久保亮,東京都,台東区,7,700,2013,11,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社BBQ,http://www.blackbandit.co.jp,飯淳,東京都,港区,7,200,2011,2,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社シテイル,http://citail.jp,尾野政樹,東京都,渋谷区,7,5000,2015,2,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社トミーウォーカー,http://t-walker.jp,上村大,北海道,札幌市豊平区,7,2500,1998,5,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社創作工房,http://sousakukoubou.jp,中村あずみ,東京都,中野区,7,-,2006,12,未上場,BtoC,ゲーム,書籍出版,ゲーム開発,雑誌出版,,,,,,,,,,,,,,,,,,
株式会社大谷幸夢店,http://www.otanikoumuten.co.jp,佐藤拓,大阪府,門真市,6,200,2010,10,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社SamuraiGamers,http://sambar-inc.com,堀池広樹,大阪府,大阪市東成区,7,4500,2010,10,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社RIC GAMES,https://ricgames.jp,-,東京都,港区,7,-,2021,6,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
MSF株式会社,https://www.msf.ne.jp,梅川真明,北海道,帯広市,7,8700,1991,1,未上場,BtoB,ゲーム,Webアプリ・サービス運営,ソーシャルゲーム・SNS,スポーツ,,,,,,,,,,,,,,,,,,
株式会社パンダネット,http://www.pandanet.co.jp,滝裕子,東京都,千代田区,7,3100,2002,2,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
ARIDESIGN株式会社,http://aridesign.co.jp,遠藤直,茨城県,牛久市,7,-,,,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,
ヴァンテアンシステムズ株式会社,http://www.vsc-g.co.jp,衣笠裕昌,大阪府,大阪市中央区,7,2000,1992,11,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
中部機器株式会社,http://chubukiki.jp,藤田新太郎,愛知県,一宮市,6,1000,1989,5,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,化粧品販売,,,,,,,,,,,,,,,,,,,
OKKO株式会社,http://okko.jp,池喬,東京都,杉並区,6,2700,2008,6,未上場,"BtoB,BtoC",ゲーム,Webアプリ・サービス運営,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
バーミーズ株式会社,https://www.burmese.site,香月蔵人,東京都,新宿区,6,300,2012,4,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,企業研修,,,,,,,,,,,,,,,,,,
有限会社アクシズアートアミューズ,http://1010.co.jp,渥美徳弘,東京都,新宿区,6,300,1992,11,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社想,http://sou-sapporo.com,石川睦,北海道,札幌市白石区,6,-,2009,1,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社養鶏場,http://yokeijyo.jp,小川美隆,埼玉県,川口市,6,100,2013,5,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社M2K,http://www.m2k.co.jp,浦尾けい子,東京都,杉並区,6,-,2012,7,未上場,BtoB,ゲーム,デザイン,ゲーム開発,,,,,,,,,,,,,,,,,,,
オープンブック株式会社,http://openbook.jp,斎藤由多加,東京都,新宿区,6,1000,2000,3,未上場,"BtoC,BtoB",ゲーム,システム開発,ゲーム開発,,,,,,,,,,,,,,,,,,,
有限会社ぴっくる,https://pickle.ne.jp,星山孝明,東京都,武蔵野市,5,360,2005,9,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社クレスト・ワークス,http://www.crestw.co.jp,友永稔,東京都,板橋区,6,1000,2002,4,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,
株式会社デンガクチョウ,http://www.dengakucho.jp,池田拓哉,東京都,千代田区,6,-,,,未上場,BtoB,ゲーム,ゲーム開発,製造・技術人材派遣,,,,,,,,,,,,,,,,,,,
シェブロン株式会社,https://www.chevron.co.jp,木戸貴裕,京都府,京都市中京区,6,100,2012,2,未上場,BtoC,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社クアッドアロー,http://quad-arrow.jp,小野口正浩,東京都,港区,6,-,2008,4,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社アンビエントワークス,http://ambientworks.co.jp,川原一浩,東京都,足立区,6,-,2008,11,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社epics,http://www.epics.jp,山元哲治,東京都,台東区,6,10000,1999,6,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ゲーム探偵団,http://www.game-tanteidan.com,-,大阪府,大阪市浪速区,6,-,,,未上場,BtoC,ゲーム,リサイクルショップ,,,,,,,,,,,,,,,,,,,,
株式会社アクラス,http://www.k-aclass.com,南直樹,大阪府,大阪市中央区,6,2000,1993,11,未上場,BtoB,ゲーム,玩具,ゲーム開発,,,,,,,,,,,,,,,,,,,
グルーヴィウェア株式会社,http://www.grooovyware.jp,小林峰雄,愛媛県,松山市,6,1900,2008,1,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,製造・技術人材派遣,,,,,,,,,,,,,,,,,,,
株式会社エッジワークス,https://www.edge-works.co.jp,山野辺一記,東京都,調布市,6,1200,2003,6,未上場,BtoB,ゲーム,映画・アニメーション,イベント,,,,,,,,,,,,,,,,,,,
株式会社ひつじぐも,http://hitsujigumo.co.jp,島田類,東京都,武蔵野市,6,500,2010,12,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
有限会社ケイデザイン,http://www.kdesign.co.jp,-,東京都,中野区,5,-,,,未上場,"BtoB,BtoC",ゲーム,デザイン,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社しろくま,http://www.shirokuma-net.co.jp,-,東京都,千代田区,5,500,,,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
iMel株式会社,https://imel.co.jp,高橋一穂,東京都,江戸川区,6,100,2011,5,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
有限会社テクニカルアーツ,http://www.techarts.co.jp,池田公平,東京都,千代田区,5,800,1987,11,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
ソネットゲームスタジオ株式会社,http://so-netgames.co.jp,永田博丈,東京都,品川区,5,3000,2016,8,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社アール・インフィニティ,http://rinfinity.jp,羽田洋平,東京都,千代田区,5,500,2008,4,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,デザイン,,,,,,,,,,,,,,,,,,,
株式会社Wemade Japan,https://www.wemade.co.jp,崔鍾玖,東京都,港区,5,10000,2004,3,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社コンプエイド,http://www.compaid.co.jp,山内輝雄,神奈川県,横浜市都筑区,5,500,2002,6,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社モスプロ,http://mospro.co.jp,森雅央,東京都,豊島区,5,1000,2012,1,未上場,BtoB,ゲーム,システム開発,ゲーム開発,,,,,,,,,,,,,,,,,,,
有限会社シンカ,http://think-a.jp,深津宏高,東京都,新宿区,5,-,2004,11,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,システム開発,,,,,,,,,,,,,,,,,,
株式会社アンカー,http://www.anchorinc.co.jp,小野口考一,東京都,港区,5,10000,1996,10,未上場,BtoB,ゲーム,再生可能エネルギー,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社トリニティゲームスタジオ,http://www.trinity.gs,谷川一,東京都,中野区,5,2160,2008,6,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ゲーテク,http://www.goetech.co.jp,高橋章二,東京都,新宿区,3,-,2014,4,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
有限会社イーゲーム,http://www.e-game.co.jp,和田悦拓,東京都,台東区,5,300,1998,4,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社シンクタンク,http://think-tank.net,児島旬,大阪府,大阪市中央区,5,1000,2001,2,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
創プラス株式会社,http://www.soh-plus.com,加瀬澤寿宏,静岡県,静岡市清水区,5,10,2015,7,未上場,BtoB,ゲーム,玩具,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,
株式会社Contents Creation,https://www.contents-creation.co.jp,福崎寛,東京都,渋谷区,5,1200,2005,8,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
Ubisoft Osaka株式会社,https://www.ubisoft.com,イヴ・ギルモ,大阪府,大阪市北区,5,1000,,,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社ファンユー,http://www.fan-you.com,金沢優希,東京都,豊島区,5,700,2012,3,未上場,"BtoB,BtoC",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
ゲームロフト合同会社,https://www.gameloft.com,アレクサンドルドロッシュフォール,東京都,渋谷区,5,1000,2004,4,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社アイプラス,http://iplus-g.com,今井一,東京都,世田谷区,5,-,2009,10,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ホークアイ,http://www.minatosoft.com,今泉貴博,神奈川県,横浜市西区,5,600,2006,6,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社スパイラルエッジ,http://spiraledge.jp,渡辺知規,東京都,豊島区,5,100,2010,5,未上場,BtoB,ゲーム,Web制作,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
有限会社SUNFISH,http://sunfish.ne.jp,中嶋智彦,埼玉県,吉川市,4,300,2003,9,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社セレッテ,https://sarette.jp,上木原光一郎,東京都,新宿区,4,4000,2003,4,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,経営コンサル,デザイン,,,,,,,,,,,,,,,,,,
クオリティコンフィデンス株式会社,http://www.qcinc.co.jp,及川武,東京都,豊島区,4,1000,2007,10,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,タレント・キャラグッズ,,,,,,,,,,,,,,,,,,,
株式会社リュクス,http://h-luxe.com,古室宏樹,東京都,世田谷区,4,700,2009,6,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,システム開発,,,,,,,,,,,,,,,,,,,
ダブルドライブ合同会社,https://double-drive.co.jp,宮崎真悟,北海道,札幌市白石区,4,-,,,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社シャノン,http://www.takiya.jp,飯島多紀哉,茨城県,水戸市,4,-,2007,2,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
テックウェア株式会社,http://www.techware.co.jp,野沢健浩,東京都,千代田区,4,1000,2001,9,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ギガント,http://gigant.co.jp,中津川敬,静岡県,,4,1000,2002,10,未上場,"BtoC,BtoB",ゲーム,Web制作,ソーシャルゲーム・SNS,デザイン,,,,,,,,,,,,,,,,,,
サイバーテック・ジャパン株式会社,http://ct-japan.com,上田憲,福岡県,北九州市小倉北区,4,1000,,,未上場,BtoB,ゲーム,システム開発,ゲーム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社パリティビット,http://www.paritybit.co.jp,薗部博之,東京都,千代田区,4,1000,1996,10,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社ガーラジャパン,https://www.galajapan.jp,金志芸,東京都,渋谷区,4,-,2007,4,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社麻雀ネットワークサービス,http://www.ron2.jp,森山茂和,東京都,新宿区,4,-,,,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社サクラゲート,http://sakuragate.jp,神名秀紀,東京都,豊島区,4,2000,2007,5,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社コロンバスサークル,https://www.columbuscircle.co.jp,石田大次郎,東京都,台東区,4,1000,2006,3,未上場,BtoC,ゲーム,ゲーム開発,eコマース,eコマース,,,,,,,,,,,,,,,,,,
グッディア株式会社,https://goodia.co.jp,深野真人,愛知県,名古屋市中区,4,-,2011,4,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
Game Server Services株式会社,https://gs2.io,丹羽一智,東京都,世田谷区,4,8373,2016,9,未上場,BtoB,ゲーム,,,,,,,,,,,,,,,,,,,,,
