会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
株式会社高須ゴム,http://takasu-rubber.jp,高須洋志,愛知県,名古屋市南区,4,1000,1957,10,未上場,BtoB,化学,タイヤ製造・ゴム製品製造,塗料製造,,,,,,,,,,,,,,,,,,,
株式会社イーストシステム,https://eastsystem2006.jp,石黒龍夫,静岡県,,3,300,2006,9,未上場,BtoB,化学,接着剤製造,,,,,,,,,,,,,,,,,,,,
則武化学株式会社,http://www.noritake-c.net,立木繁,愛知県,名古屋市西区,3,1000,1983,6,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
美らいず株式会社,http://mirise-c.co.jp,-,静岡県,沼津市,3,-,2016,4,未上場,BtoB,化学,化学品・医療品商社,化学品製造,,,,,,,,,,,,,,,,,,,
有限会社泉農園,http://www.izumi-nouen.co.jp,鷹見直美,岐阜県,中津川市,3,500,,,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社ウッドペッカー,http://www.office-web.jp,北川史郎,岐阜県,関ケ原町,3,-,,,未上場,BtoC,化学,小売店舗,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
有限会社豊田煙火,http://toyotaenka.co.jp,-,愛知県,豊田市,3,-,,,未上場,"BtoC,BtoB",化学,化学品製造,,,,,,,,,,,,,,,,,,,,
有限会社みのり,http://www.minori.ne.jp,岡田亨,愛知県,春日井市,3,600,1979,3,未上場,BtoB,化学,水処理機械,化学品製造,,,,,,,,,,,,,,,,,,,
有限会社ニックリ,http://nicry.webcrow.jp,鈴木康仁,静岡県,静岡市清水区,3,300,1997,7,未上場,BtoB,化学,化学品製造,空調設備工事,衛生設備工事,,,,,,,,,,,,,,,,,,
有限会社池田製作所,http://ikeda-ss.com,池田悦雄,静岡県,焼津市,3,800,1965,7,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社滝野製作所,http://www.takino-works.co.jp,滝野義之,愛知県,名古屋市緑区,3,500,2008,11,未上場,BtoB,化学,タイヤ製造・ゴム製品製造,,,,,,,,,,,,,,,,,,,,
株式会社アクト・フォ,http://www.i-make.net,太田奈月,静岡県,島田市,3,1000,,,未上場,BtoC,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
共和興業株式会社,https://www.kensetumap.com,松田努,愛知県,名古屋市緑区,3,1000,,,未上場,BtoB,化学,プラント設備工事,化学品製造,研究・調査・リサーチ,,,,,,,,,,,,,,,,,,
有限会社谷﨑製作所,http://www.tanizaki.co.jp,谷﨑美喜男,静岡県,,3,1000,1987,8,未上場,BtoB,化学,工具製造,,,,,,,,,,,,,,,,,,,,
株式会社フトウ化学,http://www.futoh.co.jp,所洋司,愛知県,名古屋市西区,3,1000,1981,7,未上場,BtoB,化学,化学品製造,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
有限会社シルベックス工業,https://silvex.co.jp,浦上勉,愛知県,豊田市,3,300,1994,4,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
有限会社日成ホーム,http://www.nissei-home.com,古橋大,岐阜県,多治見市,3,300,2001,12,未上場,BtoC,化学,住居リフォーム,塗料製造,,,,,,,,,,,,,,,,,,,
株式会社エムズ,http://www.kkms.co.jp,村松直樹,静岡県,富士市,3,-,2016,10,未上場,BtoC,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
有限会社サギサカ,http://www.savegreen.co.jp,鷺坂哲志,静岡県,静岡市清水区,3,-,,,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
田中薬品株式会社,http://tanakayakuhin.co.jp,-,静岡県,富士市,3,-,,,未上場,BtoB,化学,化学品製造,健康食品,トイレタリー,,,,,,,,,,,,,,,,,,
有限会社トップモデリング,http://www.myfavorite.bz,鳥居光一,静岡県,,3,300,1997,9,未上場,BtoB,化学,樹脂製品製造,金属加工請負,,,,,,,,,,,,,,,,,,,
有限会社立花商会,http://www.tachibana-shokai.com,立花直幸,愛知県,名古屋市中村区,3,-,1962,4,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
有限会社花井化成,http://www.hanaikasei.com,花井敏真,愛知県,弥富市,3,-,1972,1,未上場,BtoB,化学,プラスチック包装製造,日用品製造,,,,,,,,,,,,,,,,,,,
株式会社ケイプランニング,https://www.keiplanning.net,川合一徳,静岡県,,3,100,2014,1,未上場,BtoB,化学,接着剤製造,,,,,,,,,,,,,,,,,,,,
東海砂利株式会社,https://tokaij.com,安富清隆,静岡県,,3,1500,1921,1,未上場,"BtoB,BtoC",化学,肥料・農薬製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社カネ浜,http://www.kanehama.co.jp,加藤勝三,岐阜県,多治見市,3,1160,1948,6,未上場,BtoB,化学,建材商社,化学品製造,化学品・医療品商社,,,,,,,,,,,,,,,,,,
有限会社加賀工業所,https://www.aichi-biz.com,加賀基晃,愛知県,津島市,3,300,,,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
有限会社豊明園,https://houmeien.co.jp,-,愛知県,岡崎市,3,-,,,未上場,BtoC,化学,肥料・農薬製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
浜松第一塗装有限会社,http://www.bike-paint.com,山崎暢,静岡県,,3,300,1984,7,未上場,"BtoB,BtoC",化学,塗料製造,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
有限会社プロケミ,http://www.d-data.co.jp,日比野達也,岐阜県,美濃加茂市,3,500,,,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社片岡ケース製作所,http://kataokacase.ftw.jp,岩田和久,岐阜県,多治見市,3,1000,1923,1,未上場,"BtoB,BtoC",化学,紙類包装製造,,,,,,,,,,,,,,,,,,,,
アイ創研株式会社,http://www.ai-soken.jp,夛賀京子,愛知県,東海市,3,300,2008,12,未上場,"BtoC,BtoB",化学,eコマース,eコマース,高齢者福祉,,,,,,,,,,,,,,,,,,
富士化成株式会社,http://www.fujikasei.com,岩崎敏男,静岡県,静岡市駿河区,3,-,1976,5,未上場,"BtoC,BtoB",化学,化学品製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社協立化成,https://www.kyouritukasei.com,渡邉一史,愛知県,あま市,3,1000,1996,10,未上場,BtoB,化学,自動車部品製造,樹脂製品製造,,,,,,,,,,,,,,,,,,,
有限会社ユーテック,https://utecoil.com,菅原武宏,静岡県,,3,300,1992,1,未上場,BtoB,化学,機械修理,化学品製造,,,,,,,,,,,,,,,,,,,
株式会社大光テクニカル,http://www.daiko-tec.co.jp,古市弘光,岐阜県,養老町,3,300,1990,4,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
有限会社日本モビックス,http://nipponmobix.com,五條利次,静岡県,静岡市駿河区,3,300,2000,1,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
有限会社アオイ工芸彫刻,http://www2.tokai.or.jp,-,静岡県,沼津市,3,800,1975,1,未上場,BtoB,化学,金属加工請負,樹脂製品製造,,,,,,,,,,,,,,,,,,,
株式会社富士見物産,http://www.fujimi1976.co.jp,渡邊豊,静岡県,静岡市清水区,3,-,1972,1,未上場,BtoB,化学,調味料,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
有限会社甲陽樹脂,http://www.mcl.ne.jp,黒田孝司,愛知県,名古屋市西区,3,300,1977,2,未上場,BtoB,化学,樹脂製品製造,看板,看板,,,,,,,,,,,,,,,,,,
有限会社中山工業,https://www.nakayamakogyo.jp,中山尚夫,愛知県,名古屋市緑区,3,300,1998,3,未上場,"BtoC,BtoB",化学,樹脂製品製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社リンクアップ,http://linkupkasugai.web.fc2.com,豊泉仁,愛知県,春日井市,3,300,2008,4,未上場,"BtoC,BtoB",化学,業務請負,肥料・農薬製造,住居リフォーム,,,,,,,,,,,,,,,,,,
株式会社梅村製作所,http://business4.plala.or.jp,梅村覚,愛知県,名古屋市守山区,2,1000,1982,1,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
有限会社新昭和コート,http://www.shin-showa-coat.com,後藤祥一,岐阜県,多治見市,3,500,1969,1,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社アール・アンド・ディー,http://www.j-rd.com,越前谷治,静岡県,裾野市,2,300,1996,11,未上場,BtoB,化学,化学品製造,研究・調査・リサーチ,工作機器,,,,,,,,,,,,,,,,,,
株式会社オリック,http://www.oric-c.co.jp,高尾和則,愛知県,知多市,2,-,2002,7,未上場,BtoB,化学,塗料製造,化学品製造,,,,,,,,,,,,,,,,,,,
中村・テクニカル株式会社,http://www.nakamura-tech.com,中村幹郎,愛知県,蒲郡市,2,1000,1949,1,未上場,BtoB,化学,金属製品製造,,,,,,,,,,,,,,,,,,,,
ミノル化成有限会社,http://www1.clovernet.ne.jp,加藤浩嗣,愛知県,弥富市,2,800,1973,1,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
長谷煉瓦株式会社,http://www.haserenga.jp,長谷池人,愛知県,碧南市,2,3600,,,未上場,"BtoC,BtoB",化学,肥料・農薬製造,窯業建材・石材,総合系eコマース,,,,,,,,,,,,,,,,,,
有限会社富屋化学薬品店,http://www.kishida.co.jp,-,愛知県,名古屋市昭和区,2,-,,,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社ヒューマニティ,http://www.humanity-jp.com,伏見好弘,静岡県,磐田市,2,1000,2006,7,未上場,BtoB,化学,ガラス製造,金属製品製造,,,,,,,,,,,,,,,,,,,
名古屋カレット株式会社,http://www.nagoya-cullet.co.jp,山田豊光,愛知県,瀬戸市,2,4500,1969,10,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社ファズ,http://www.fazinc.co.jp,植田武文,静岡県,,2,300,2013,1,未上場,"BtoC,BtoB",化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社ファイズクリエイション,http://www.phizcreation.com,宇井徹,愛知県,名古屋市南区,2,100,2012,1,未上場,"BtoC,BtoB",化学,自動車部品製造,樹脂製品製造,,,,,,,,,,,,,,,,,,,
有限会社ケイ・アイ・ティー,http://pla-kit.com,水永敦,愛知県,春日井市,2,300,2000,8,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
永和化成有限会社,https://eiwakasei.jimdo.com,安井義人,愛知県,名古屋市北区,2,-,,,未上場,"BtoB,BtoC",化学,樹脂製品製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
有限会社エムアイプラスチック,http://miplastic.co.jp,伊藤幹泰,岐阜県,岐阜市,2,-,1992,2,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社日本海,http://www.n-kai.jp,原祐二,岐阜県,中津川市,2,1000,1986,5,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社共進商会,http://www.kyoushin-s.com,伊藤賢,愛知県,名古屋市東区,2,500,1951,6,未上場,BtoB,化学,オフィス用品,,,,,,,,,,,,,,,,,,,,
株式会社ゼネラルグラフィクス,http://www.generalgraphics.jp,畠中淳,愛知県,名古屋市中区,2,900,2008,5,未上場,"BtoC,BtoB",化学,自動車部品販売,金属加工請負,金属製品製造,,,,,,,,,,,,,,,,,,
株式会社西澤,https://kk2438.co.jp,西澤嘉洋,愛知県,北名古屋市,2,4000,1958,7,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
ガーデンプランツエナ株式会社,https://www.rakuten.co.jp,宮地英樹,岐阜県,恵那市,2,-,,,未上場,BtoC,化学,肥料・農薬製造,総合系eコマース,,,,,,,,,,,,,,,,,,,
株式会社マルワトレーディング,http://www.suikousaibai.net,足立雅洋,静岡県,静岡市葵区,2,500,2007,6,未上場,"BtoB,BtoC",化学,肥料・農薬製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
有限会社イケダのタネ,https://garden-center-551.business.site,-,岐阜県,海津市,2,-,,,未上場,BtoC,化学,花屋,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
道原石油有限会社,http://doubarasekiyu.com,大月洋介,静岡県,焼津市,2,300,1996,1,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社CSL,http://www.cslltd5761.com,蜷川真智,愛知県,名古屋市名東区,2,-,,,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社バージ,http://www.barge.jp,鈴木綾,愛知県,常滑市,2,-,,,未上場,BtoC,化学,肥料・農薬製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
三鈴化成株式会社,https://misuzu-kasei.net,安田政之,静岡県,,2,1000,1990,6,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
フジイビニール株式会社,https://www.facebook.com,藤井正己,愛知県,岡崎市,2,1000,1969,1,未上場,BtoB,化学,プラスチック包装製造,家・事業所向け設備,,,,,,,,,,,,,,,,,,,
エスジーティー株式会社,http://sgt-tape.co.jp,菅友廣,愛知県,刈谷市,2,1000,2000,6,未上場,BtoB,化学,接着剤製造,,,,,,,,,,,,,,,,,,,,
株式会社三光ライト工業所,https://sankolight.com,大岩和成,愛知県,豊田市,2,300,2002,9,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
合資会社浅井染工場,http://www.maroon.dti.ne.jp,浅井邦浩,愛知県,豊橋市,2,-,1952,1,未上場,"BtoC,BtoB",化学,肥料・農薬製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
有限会社コスモプラスチック工業,http://www.cosmopura.com,村瀬秀宗,静岡県,藤枝市,2,350,2000,10,未上場,BtoB,化学,樹脂製品製造,金属製品製造,,,,,,,,,,,,,,,,,,,
株式会社ウィントレーディング,https://www.rakuten.co.jp,中村寛,愛知県,名古屋市守山区,2,-,,,未上場,BtoC,化学,eコマース,eコマース,肥料・農薬製造,,,,,,,,,,,,,,,,,,
有限会社石川商会,http://ishisyo.la.coocan.jp,石川智正,静岡県,静岡市清水区,2,300,1965,8,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
東海ミネラル株式会社,http://www.tokai-minerals.co.jp,青山正尚,愛知県,瀬戸市,2,3000,1984,4,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社森部商店,https://www.moribe.biz,山田高義,愛知県,名古屋市中村区,2,1000,1947,8,未上場,BtoB,化学,接着剤製造,,,,,,,,,,,,,,,,,,,,
株式会社麗園芸,http://www.uraraengei.co.jp,原田健一郎,静岡県,,2,2500,2010,10,未上場,BtoC,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社インクリーズ,http://www.ecolopia.or.jp,橋本壽人,静岡県,,2,6270,1992,2,未上場,"BtoC,BtoB",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
シンコー開発株式会社,https://www.shinko-kaihatu.com,谷口久雄,静岡県,富士市,2,1600,1999,11,未上場,BtoB,化学,化学品製造,化学機器,,,,,,,,,,,,,,,,,,,
株式会社田中茶舗,http://tanakahiryo.hp.gogo.jp,田中美次,静岡県,吉田町,2,510,1975,1,未上場,"BtoC,BtoB",化学,肥料・農薬製造,コーヒー,,,,,,,,,,,,,,,,,,,
株式会社イサミライト,http://www.owariasahi.or.jp,加藤雅之,愛知県,尾張旭市,2,1000,,,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社フラワーベース,http://www.flowervase.biz,服部健夫,岐阜県,山県市,1,300,2013,8,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
有限会社ミズノ企画,http://www.mizuno-kikaku.jp,水野淳司郎,愛知県,名古屋市港区,1,-,1998,12,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社グリーンテック,http://www.greentec-a.com,鈴木昭雄,愛知県,田原市,1,1000,1991,5,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社エコクラウン,http://ecocrown.co.jp,槇剛,愛知県,日進市,1,-,,,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社テクノライン,http://oxy-up.com,尾暮進,愛知県,名古屋市北区,1,-,,,未上場,"BtoC,BtoB",化学,ビル清掃・ハウス清掃,化学品製造,,,,,,,,,,,,,,,,,,,
有限会社村上塗装,http://www.murakamitosou.com,村上隆,愛知県,一宮市,1,-,1992,1,未上場,BtoC,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
有限会社畑肥料店,http://hatahiryo.com,畑善廣,静岡県,牧之原市,1,-,2000,12,未上場,"BtoC,BtoB",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社ビッグホワイ,https://www.bigwhy.co.jp,石原信,愛知県,一宮市,1,500,2009,1,未上場,"BtoB,BtoC",化学,ビル清掃・ハウス清掃,eコマース,eコマース,,,,,,,,,,,,,,,,,,
SORME株式会社,http://www.sorme.co.jp,勝間田将寛,静岡県,沼津市,1,1200,2014,9,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
有限会社ナック,http://www.jomaca.join-us.jp,山田学,愛知県,名古屋市中村区,1,300,1992,11,未上場,0,化学,研究・調査・リサーチ,,,,,,,,,,,,,,,,,,,,
株式会社万創,http://www.bansoh.com,前川八彦,岐阜県,郡上市,1,1500,1977,1,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
有限会社グローバル工業,http://www.global-siz.co.jp,中澤裕之,静岡県,磐田市,1,-,2002,11,未上場,BtoB,化学,樹脂製品製造,自動車部品製造,,,,,,,,,,,,,,,,,,,
サトー産業株式会社,http://www.lieben-wax.com,-,愛知県,名古屋市西区,1,-,,,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
エーステクノロジー株式会社,http://ace-organic.co.jp,-,愛知県,一宮市,1,-,,,未上場,"BtoC,BtoB",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
カルト株式会社,http://www.carto.co.jp,山本須美夫,静岡県,森町,1,5000,1981,1,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
有限会社ヒロシゲ,https://itp.ne.jp,-,愛知県,名古屋市天白区,1,-,,,未上場,BtoB,化学,金属部品製造,樹脂製品製造,,,,,,,,,,,,,,,,,,,
有限会社土本釉薬,http://www.hitoe-yuyaku.com,土本久雄,岐阜県,土岐市,1,300,,,未上場,"BtoB,BtoC",化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社稲徳煙火製造所,http://www.inatokuenka.com,稲垣芳孝,愛知県,安城市,1,1000,1974,5,未上場,"BtoC,BtoB",化学,化学品製造,イベント,,,,,,,,,,,,,,,,,,,
有限会社東海ピッカー製作所,http://www.tp-web.com,西脇弘康,岐阜県,養老町,1,450,1949,4,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
フジ・プランツ株式会社,http://www.fuji-plants-sgh.co.jp,鈴木善和,愛知県,西尾市,1,1200,1985,10,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社フリート,http://www.freet.co.jp,武田浩,愛知県,瀬戸市,1,1000,2002,11,未上場,"BtoC,BtoB",化学,化学品製造,総合系eコマース,ベビー用品製造,,,,,,,,,,,,,,,,,,
浜松テープ株式会社,http://www.h-tape.jp,和久田俊介,静岡県,,1,2520,1948,10,未上場,BtoB,化学,接着剤製造,,,,,,,,,,,,,,,,,,,,
プラナスケミカル株式会社,http://www.planus.jp,高橋康一,愛知県,名古屋市緑区,1,900,2005,9,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
梅野産業株式会社,http://www.umeno-s.co.jp,梅野紀佳,愛知県,名古屋市中区,1,1000,1982,1,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社三栄システム,http://sanei-sys.jp,兼子文枝,静岡県,袋井市,1,1000,2006,6,未上場,"BtoC,BtoB",化学,事業用物件・ビル売買,マンション賃貸,,,,,,,,,,,,,,,,,,,
株式会社SKY,http://www.sky-plastic.com,小柳茂,静岡県,静岡市駿河区,1,-,2012,3,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社ベルテックス,http://v-tex.jp,亀井輝夫,愛知県,清須市,1,400,1993,9,未上場,"BtoC,BtoB",化学,化学品製造,自動車部品製造,,,,,,,,,,,,,,,,,,,
有限会社葵サンプル,http://www.aoisample.com,-,静岡県,焼津市,1,-,1988,11,未上場,"BtoC,BtoB",化学,,,,,,,,,,,,,,,,,,,,,
株式会社寛芳園,https://www.facebook.com,奥田健太郎,愛知県,稲沢市,1,-,,,未上場,"BtoB,BtoC",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社ベジ・スタイル,https://www.rakuten.co.jp,近藤義弘,愛知県,東海市,1,-,,,未上場,BtoC,化学,肥料・農薬製造,総合系eコマース,,,,,,,,,,,,,,,,,,,
株式会社東濃バイオ化学,https://www.eee-senzai.com,前田貴彰,岐阜県,土岐市,1,1000,,,未上場,"BtoB,BtoC",化学,化学品製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
合資会社日高産業,http://p-hidaka.com,高田泰明,愛知県,名古屋市東区,1,-,1971,5,未上場,BtoB,化学,金属製品製造,,,,,,,,,,,,,,,,,,,,
松栄化成品工業株式会社,https://itp.ne.jp,松下哲治,愛知県,豊川市,1,1500,,,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
有限会社ピコデバイス,http://www.pico-device.co.jp,津田孝雄,愛知県,名古屋市千種区,1,610,2003,8,未上場,BtoB,化学,研究・調査・リサーチ,化学機器,,,,,,,,,,,,,,,,,,,
浜松資材株式会社,http://www.hamamatsu-shizai.jp,秋山久武,静岡県,,1,1000,2010,9,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社エムケー企画,http://www.mk-kikaku.jp,村瀬雅典,愛知県,名古屋市天白区,1,1000,1992,2,未上場,"BtoC,BtoB",化学,建設・土木設計,化学品製造,繊維加工・織布,,,,,,,,,,,,,,,,,,
有限会社ブリッジカンパニー,http://nenpi.110ban.com,大杉幸一,愛知県,あま市,1,-,,,未上場,BtoC,化学,自動車部品製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
マテックス・ジャパン株式会社,http://matex-j.com,鈴木敬規,静岡県,掛川市,1,1000,2008,2,未上場,BtoB,化学,化学品製造,機械設計,,,,,,,,,,,,,,,,,,,
株式会社インタープレイ,http://inter-play.jp,江口正敏,愛知県,名古屋市中区,1,3000,2008,4,未上場,BtoB,化学,照明器具,化学品製造,,,,,,,,,,,,,,,,,,,
インレット化成株式会社,http://inreto.biz,高橋健太,愛知県,刈谷市,1,1000,1973,4,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社グラスコートジャパン,http://www.glasscoat.co.jp,片桐光吉,静岡県,,1,-,,,未上場,"BtoC,BtoB",化学,塗料製造,,,,,,,,,,,,,,,,,,,,
株式会社エムスタイル,http://m-style.asia,橋本真,岐阜県,多治見市,1,500,2008,4,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社サンスイ,https://www.sansui-mht.com,前田和昭,愛知県,豊田市,1,2000,1977,4,未上場,"BtoC,BtoB",化学,肥料・農薬製造,化粧品販売,eコマース,,,,,,,,,,,,,,,,,,
有限会社江川プラスチック,http://www.shokokai.or.jp,江川和志,岐阜県,山県市,1,-,,,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
ワイエスピー株式会社,https://www.y-s-p.jp,鈴村敏之,愛知県,名古屋市中区,1,3700,2004,6,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
リプラス株式会社,http://www.re-plus.net,水谷弥生,愛知県,名古屋市西区,1,700,2008,8,未上場,BtoB,化学,リサイクル,,,,,,,,,,,,,,,,,,,,
有限会社オーツカ,http://www3.tokai.or.jp,大塚昭男,静岡県,富士宮市,1,200,1976,11,未上場,"BtoC,BtoB",化学,金属加工請負,樹脂製品製造,看板,,,,,,,,,,,,,,,,,,
アンビック株式会社,https://ambic-ac.com,佐野浩三,静岡県,富士宮市,1,1000,2006,1,未上場,BtoB,化学,廃棄物収集,化学品製造,リサイクル,,,,,,,,,,,,,,,,,,
ETF株式会社,http://www.ecotechfuture.com,太田嘉隆,愛知県,豊田市,1,900,2007,2,未上場,"BtoC,BtoB",化学,,,,,,,,,,,,,,,,,,,,,
株式会社BUSTER,http://jia-max.com,松原英人,岐阜県,各務原市,0,-,2017,6,未上場,"BtoC,BtoB",化学,,,,,,,,,,,,,,,,,,,,,
株式会社本巣畜産,http://www.monjyu-nyuton.com,野々村清,岐阜県,本巣市,0,-,,,未上場,BtoB,化学,食肉,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
有限会社ナック販売,http://www.foamest.shop,中島篤志,岐阜県,岐阜市,0,1000,2001,1,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社養老技術センター,https://www.yorotc.co.jp,大橋誠治,岐阜県,大垣市,0,1950,1974,10,未上場,BtoB,化学,金属部品製造,樹脂製品製造,金型製造,,,,,,,,,,,,,,,,,,
エフ・ピー・アール株式会社,https://www.ichem.co.jp,-,静岡県,富士市,0,1000,2001,3,未上場,BtoB,化学,リサイクル,樹脂製品製造,廃棄物収集,,,,,,,,,,,,,,,,,,
株式会社グッドエイト,http://www.goodeight.com,八木暢彦,静岡県,静岡市駿河区,0,1000,,,未上場,"BtoB,BtoC",化学,,,,,,,,,,,,,,,,,,,,,
ニッカフーズ株式会社,http://nikkafoods.jp,芝田暁典,静岡県,伊豆の国市,0,1000,1983,7,未上場,BtoB,化学,麺類製造,化学品製造,調味料,,,,,,,,,,,,,,,,,,
株式会社緑風,http://ryokufu.ne.jp,堀井健司,静岡県,,0,1000,1960,1,未上場,BtoB,化学,紙媒体印刷,化学品製造,介護用品,,,,,,,,,,,,,,,,,,
株式会社宮﨑農園,http://miyazakinae.net,宮崎道男,愛知県,稲沢市,0,-,,,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
タイヨー工業株式会社,http://taiyo-industry.com,津花均,岐阜県,瑞浪市,0,1000,1987,5,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
みのわ農園株式会社,https://www.minowa-f.com,三浦福雄,岐阜県,可児市,0,-,,,未上場,BtoC,化学,肥料・農薬製造,総合系eコマース,,,,,,,,,,,,,,,,,,,
株式会社テレス,http://www.teles.co.jp,古賀晧宣,愛知県,名古屋市中区,0,-,,,未上場,"BtoC,BtoB",化学,塗料製造,事業用リフォーム,住居リフォーム,,,,,,,,,,,,,,,,,,
有限会社ミサト,http://www.sasanogousei.co.jp,笹野英一,愛知県,幸田町,0,300,1992,3,未上場,BtoB,化学,建材商社,樹脂製品製造,,,,,,,,,,,,,,,,,,,
株式会社三宅応用科学研究所,http://miyake-sciencelab.com,三宅淳史,愛知県,豊橋市,0,300,2006,1,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社HACHI,https://www.rakuten.co.jp,唐川真須美,愛知県,知立市,0,-,2017,2,未上場,BtoC,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
