会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
高精株式会社,http://www.takasei-toyama.jp,橋本泰作,富山県,射水市,24,1400,2005,5,未上場,BtoB,化学,金型製造,,,,,,,,,,,,,,,,,,,,
富永高周波工業株式会社,https://4y66ajqd.jbplt.jp,富永正,神奈川県,横浜市緑区,24,1000,,,未上場,BtoB,化学,医療機器,,,,,,,,,,,,,,,,,,,,
株式会社山喜農園,http://www.yamaki-noen.co.jp,森山隆,新潟県,魚沼市,23,4000,1971,4,未上場,"BtoB,BtoC",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
新潟ジェイフィルム株式会社,https://niigata-jfilm.co.jp,佐藤広之,新潟県,新潟市南区,23,-,,,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社やぶうち商会,http://yabuuchi.net,飯倉清博,富山県,富山市,23,2000,1972,7,未上場,"BtoC,BtoB",化学,塗料製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社広田ケミカル,http://www.hirotacmcl.sakura.ne.jp,広田悦治,長野県,須坂市,23,2000,1962,11,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
有希化学株式会社,http://www.yuki-chemical.com,本間英樹,新潟県,新潟市江南区,23,1800,1970,4,未上場,BtoB,化学,化学品・医療品商社,化学品製造,化学機器,,,,,,,,,,,,,,,,,,
株式会社峯岸製作所,http://www.minegishiseisakusyo.jp,峯岸武司,長野県,坂城町,22,1000,1960,6,未上場,BtoB,化学,eコマース,eコマース,総合系eコマース,,,,,,,,,,,,,,,,,,
ペンニットー株式会社,https://penn-nitto.co.jp,東宏治,神奈川県,相模原市中央区,23,6250,1977,2,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
キンコー樹脂工業株式会社,http://www.kinko-jyusi.com,蓮池泰洋,富山県,立山町,22,1000,1974,1,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
サンプロト株式会社,https://ssl.alpha-prm.jp,雲岡仁志,神奈川県,大和市,22,5000,1989,10,未上場,BtoB,化学,樹脂製品製造,プラスチック包装製造,,,,,,,,,,,,,,,,,,,
株式会社チノプラ,http://www.miyasaka.co.jp,宮坂孝雄,長野県,茅野市,22,4125,1957,9,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社ユニオン産業,http://www.uni-project.co.jp,森川真彦,神奈川県,川崎市中原区,22,1000,1970,2,未上場,"BtoC,BtoB",化学,eコマース,eコマース,,,,,,,,,,,,,,,,,,,
株式会社エーシーエム,http://www.acm-neo.jp,稲垣公弥,神奈川県,横浜市都筑区,22,4000,2002,7,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社カバサワ,http://www.kabasawa-saw.jp,樺沢篤一,新潟県,長岡市,22,1000,1973,1,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社工和化成,http://kowa-kasei.com,直井正弘,神奈川県,横浜市鶴見区,21,1000,1955,4,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
北陸有機工業株式会社,http://www.h-yuuki.co.jp,松本充夫,石川県,金沢市,22,9000,1971,4,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社モリモト,http://www.morimoto-corp.jp,森本和彦,神奈川県,川崎市高津区,21,1000,1958,1,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社厚栄商会,http://www.kouei-sk.co.jp,川井一光,神奈川県,厚木市,21,1000,1967,6,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
新越精工株式会社,http://www.shinetu.jp,出雲満,新潟県,柏崎市,21,2000,1988,1,未上場,BtoB,化学,樹脂製品製造,自動車部品製造,,,,,,,,,,,,,,,,,,,
株式会社佐藤園芸,http://www.sato-engei.co.jp,佐藤寛,長野県,長野市,21,2000,1970,1,未上場,"BtoB,BtoC",化学,造園工事,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
小宮商事株式会社,http://www.komiyasyouji.co.jp,小宮久,神奈川県,川崎市川崎区,21,1000,1974,8,未上場,"BtoC,BtoB",化学,肥料・農薬製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社神奈川フッ素,http://www.kanagawafusso.co.jp,坂下吉實,神奈川県,平塚市,21,2000,1991,3,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社工和化成,http://kowa-kasei.com,直井正弘,神奈川県,横浜市鶴見区,21,1000,1955,4,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社新生産業,http://shinsei-sg.jp,高野雅人,神奈川県,横浜市磯子区,20,1000,1986,1,未上場,BtoB,化学,金属部品製造,樹脂製品製造,金属加工請負,,,,,,,,,,,,,,,,,,
株式会社トミプラ,http://www.tomipla.co.jp,野中大輔,富山県,富山市,20,1000,1952,11,未上場,BtoB,化学,樹脂製品製造,看板,看板,,,,,,,,,,,,,,,,,,
株式会社山治工業,http://www.pallet.jp,山崎健治,神奈川県,相模原市中央区,20,1000,1992,5,未上場,BtoB,化学,金属製品製造,建材商社,,,,,,,,,,,,,,,,,,,
日東産業株式会社,https://www.nitto-sng.co.jp,三村節夫,福井県,福井市,20,1000,1958,7,未上場,BtoB,化学,非金属加工機械,樹脂系建材製造,家具製造,,,,,,,,,,,,,,,,,,
ツドイ産業株式会社,http://www.tudoi.net,市川統一,神奈川県,横浜市神奈川区,20,-,1981,9,未上場,BtoB,化学,樹脂製品製造,タイヤ製造・ゴム製品製造,,,,,,,,,,,,,,,,,,,
株式会社A-TRAD,http://www.a-trad.co.jp,安藤敏希,新潟県,新潟市江南区,20,2500,1927,1,未上場,BtoB,化学,金属加工請負,樹脂製品製造,,,,,,,,,,,,,,,,,,,
有限会社安川製作所,https://bso10129.bsj.jp,安川和治,富山県,富山市,20,-,1986,9,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
有限会社コマツガーデン,http://www.komatsugarden.co.jp,後藤みどり,山梨県,笛吹市,20,-,1987,1,未上場,BtoC,化学,肥料・農薬製造,花屋,eコマース,,,,,,,,,,,,,,,,,,
有限会社浅野木工所,https://asano-mokkousho.co.jp,浅野貞栄,新潟県,三条市,20,1000,1969,3,未上場,"BtoB,BtoC",化学,肥料・農薬製造,金属製品製造,eコマース,,,,,,,,,,,,,,,,,,
株式会社シナノモールディン,http://s-moldin.jp,小相沢稔,長野県,上田市,20,1000,1967,9,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社愛花園,http://www.aikaen.co.jp,高塚星,神奈川県,川崎市幸区,20,1000,1977,10,未上場,"BtoB,BtoC",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
七生工業株式会社,http://www.nanao-kogyo.co.jp,永井成士,神奈川県,横浜市金沢区,20,4000,1978,11,未上場,BtoB,化学,金属加工請負,化学品製造,,,,,,,,,,,,,,,,,,,
三工株式会社,http://www.muse.dti.ne.jp,矢嶋雄二,神奈川県,座間市,19,1000,1961,1,未上場,BtoB,化学,金属部品製造,金属加工請負,金型製造,,,,,,,,,,,,,,,,,,
株式会社原田アグロビジネス,http://www.hrdab.sakura.ne.jp,河合宏明,長野県,南牧村,19,900,2009,11,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社甲進化成,http://www.koushinkasei.com,武井一人,山梨県,甲州市,19,1000,1977,8,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
オージーフィルム株式会社,http://www.ogcorp.co.jp,-,神奈川県,山北町,19,10000,2001,4,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
有限会社武政製作所,http://www.takemasa-ss.co.jp,武田学,新潟県,燕市,19,1000,1971,8,未上場,BtoB,化学,金属部品製造,樹脂製品製造,,,,,,,,,,,,,,,,,,,
タケウチゴーセイ株式会社,https://www.takeuchigo-sei.com,竹内裕子,富山県,射水市,19,1000,1993,4,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
オートフレツクス工業株式会社,http://www.autoflex.jp,加藤友和,神奈川県,藤沢市,19,-,1970,5,未上場,BtoB,化学,樹脂製品製造,金属部品製造,,,,,,,,,,,,,,,,,,,
株式会社井上農園,http://inouenouen.co.jp,井上由之,神奈川県,相模原市南区,19,3500,1973,8,未上場,"BtoC,BtoB",化学,事業用リフォーム,肥料・農薬製造,花屋,,,,,,,,,,,,,,,,,,
有限会社三日市産業,http://www.mikkaichi.jp,三日市司,富山県,滑川市,19,300,1983,8,未上場,BtoB,化学,電子部品,自動車部品製造,,,,,,,,,,,,,,,,,,,
有限会社フィロソフィー,http://www.philo.jp,中村優仁,新潟県,柏崎市,19,900,1973,11,未上場,BtoB,化学,金型製造,,,,,,,,,,,,,,,,,,,,
株式会社相模樹脂工業,http://www.sagami14.co.jp,妻沼和光,神奈川県,相模原市南区,19,1000,1970,12,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社ミヤザワ,http://kk-miyazawa.co.jp,宮澤富治,長野県,上田市,19,2000,1969,1,未上場,BtoB,化学,金型製造,樹脂製品製造,,,,,,,,,,,,,,,,,,,
星野工業株式会社,http://www.hoshino-jp.com,星野賢治,神奈川県,川崎市高津区,19,1000,1957,11,未上場,BtoB,化学,樹脂製品製造,金型製造,,,,,,,,,,,,,,,,,,,
株式会社マルゴー,http://www.hanabinokuni.com,齊木智,山梨県,市川三郷町,19,-,1980,11,未上場,BtoB,化学,化学品製造,イベント,,,,,,,,,,,,,,,,,,,
株式会社ヘルス,http://health-corp.co.jp,松田豊博,石川県,金沢市,18,1000,1957,1,未上場,"BtoC,BtoB",化学,化粧品製造,スキンケア製品,eコマース,,,,,,,,,,,,,,,,,,
沼田製粉株式会社,http://www.numada-seifun.com,沼田久美子,富山県,小矢部市,19,5000,1830,1,未上場,BtoB,化学,製粉・食用油,肥料・農薬製造,麺類製造,,,,,,,,,,,,,,,,,,
株式会社ヘルス,http://health-corp.co.jp,松田豊博,石川県,金沢市,18,1000,1957,1,未上場,"BtoC,BtoB",化学,化粧品製造,スキンケア製品,eコマース,,,,,,,,,,,,,,,,,,
株式会社後藤精機,http://gotoseiki.com,後藤寛人,神奈川県,横浜市緑区,18,1000,1970,4,未上場,BtoB,化学,金属部品製造,樹脂製品製造,電子部品,,,,,,,,,,,,,,,,,,
株式会社千代田,http://chiyoda-osaka.com,西脇信正,新潟県,燕市,18,1000,1959,11,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
第一通商株式会社,http://www.daiichi-ts.co.jp,竜野信雄,長野県,上田市,18,1000,1972,6,未上場,BtoB,化学,樹脂製品製造,タイヤ製造・ゴム製品製造,照明器具,,,,,,,,,,,,,,,,,,
栄光商事株式会社,http://www.paint-eiko-shoji.com,右田裕康,長野県,松本市,18,1920,1960,5,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
株式会社ジーアシスト,https://g-assist.co.jp,大山剛,神奈川県,川崎市高津区,18,1000,1999,12,未上場,"BtoB,BtoC",化学,雑貨製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
有限会社中田スクリーン印刷,http://www.sprints.co.jp,中田彰人,長野県,安曇野市,18,500,1977,2,未上場,BtoB,化学,樹脂製品製造,金属加工請負,,,,,,,,,,,,,,,,,,,
株式会社柏崎エコクリエイティブ,http://eco-kashiwazaki.jp,仁木賢,新潟県,柏崎市,18,3100,2004,12,未上場,"BtoC,BtoB",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社千曲ライト,http://www.chikumalite.jp,宮原宏一,長野県,上田市,18,1500,1959,8,未上場,BtoB,化学,樹脂製品製造,自動車部品製造,,,,,,,,,,,,,,,,,,,
白鳥ガスケット製造株式会社,http://members.ctknet.ne.jp,白鳥章夫,長野県,小諸市,18,1000,1949,12,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社岡久,http://www.okaq.co.jp,岡田久徳,新潟県,三条市,17,3100,1979,9,未上場,BtoB,化学,塗料製造,プラント設備工事,廃棄物収集,,,,,,,,,,,,,,,,,,
株式会社広和産業社,http://kowa.main.jp,宮原和広,富山県,富山市,17,300,2011,3,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社新木プラスチック工業所,http://www.arkp.co.jp,新木洋満,石川県,加賀市,18,2500,1960,1,未上場,BtoB,化学,樹脂製品製造,金型製造,,,,,,,,,,,,,,,,,,,
株式会社モダンプラスチック,http://www.modern-p.com,永井敬一,神奈川県,川崎市中原区,17,1000,1954,9,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社竹中,http://www.craft-recipe.org,竹中俊介,石川県,加賀市,17,-,1967,4,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社中島製作所,http://www.nakajima-mid.jp,村上憲一,神奈川県,横浜市都筑区,17,1000,1969,5,未上場,BtoB,化学,樹脂製品製造,金型製造,,,,,,,,,,,,,,,,,,,
金剛建設株式会社,http://kongokensetsu.kdf-group.jp,金岡幸子,石川県,金沢市,17,5630,1965,1,未上場,BtoB,化学,衛生設備工事,,,,,,,,,,,,,,,,,,,,
株式会社相和,http://www.sowadesu.co.jp,関俊樹,長野県,東御市,17,1000,1976,2,未上場,BtoB,化学,金型製造,,,,,,,,,,,,,,,,,,,,
有限会社ケー・イエス,http://www2.tbb.t-com.ne.jp,仲西哲,神奈川県,伊勢原市,17,500,1997,10,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
RINX株式会社,http://www.rinx-co.com,浅賀博幸,新潟県,長岡市,17,500,2015,1,未上場,BtoB,化学,金属部品製造,樹脂製品製造,自動車部品製造,,,,,,,,,,,,,,,,,,
共友電材工業有限会社,http://business2.plala.or.jp,小口穂高,長野県,下諏訪町,17,600,1977,9,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
有限会社千曲化成,http://www.chikumakasei.jp,五十嵐望,長野県,東御市,17,450,1974,8,未上場,BtoB,化学,パイプ製造,樹脂製品製造,,,,,,,,,,,,,,,,,,,
株式会社ナンシン工業,http://www.nanshinss.co.jp,片桐良晃,長野県,飯島町,16,1500,1983,1,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
東京園芸資材販売株式会社,http://www.tokyo-garden.co.jp,佐藤浩,神奈川県,横浜市青葉区,16,1500,1978,2,未上場,BtoC,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社オガワ,http://ogawa-yokohama.com,小川和弘,神奈川県,横浜市保土ケ谷区,16,2000,1987,4,未上場,"BtoC,BtoB",化学,肥料・農薬製造,窯業建材・石材,,,,,,,,,,,,,,,,,,,
相模アセチレン株式会社,http://www.sagamiace.biz,佐波充,神奈川県,横浜市瀬谷区,16,1000,1959,9,未上場,BtoB,化学,ガス・燃料製品・採掘,ガス・燃料製品・採掘,,,,,,,,,,,,,,,,,,,
福井エコグリーン株式会社,https://www.fukui-ecogreen.com,高山和之,福井県,坂井市,16,-,1996,8,未上場,BtoB,化学,廃棄物処分,肥料・農薬製造,廃棄物収集,,,,,,,,,,,,,,,,,,
株式会社旭グランド社,http://asahi-grand.co.jp,落合省三,新潟県,三条市,16,1000,1977,4,未上場,BtoB,化学,看板,看板,,,,,,,,,,,,,,,,,,,
株式会社リード,http://www.read.co.jp,鍋谷陽介,神奈川県,横浜市西区,16,6000,1974,8,未上場,BtoB,化学,金属部品製造,,,,,,,,,,,,,,,,,,,,
株式会社ユニバーサル企画,http://www.uvsk.co.jp,今林繁,神奈川県,秦野市,16,1000,1989,10,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
呉羽油脂工業株式会社,http://kurehayushi.com,浅木和朗,富山県,富山市,16,3000,1964,1,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
有限会社田澤巧業,http://tazawa-kogyo.co.jp,下形秀司,長野県,青木村,16,-,1969,1,未上場,BtoB,化学,金属部品製造,,,,,,,,,,,,,,,,,,,,
呉羽油脂工業株式会社,http://kurehayushi.com,浅木和朗,富山県,富山市,16,3000,1964,1,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
株式会社白熊,http://www.niigata-shirokuma.jp,白野淑久,新潟県,新潟市南区,16,-,1890,1,未上場,"BtoC,BtoB",化学,倉庫,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
大栄プラスチック株式会社,http://www.dpngt.com,蓮沼稔,新潟県,南魚沼市,16,300,2011,9,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社バイオクロマト,http://www.bicr.co.jp,木下一真,神奈川県,藤沢市,16,2000,1987,2,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社白熊,http://www.niigata-shirokuma.jp,白野淑久,新潟県,新潟市南区,16,-,1890,1,未上場,"BtoC,BtoB",化学,倉庫,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
大栄プラスチック株式会社,http://www.dpngt.com,蓮沼稔,新潟県,南魚沼市,16,300,2011,9,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
有限会社田澤巧業,http://tazawa-kogyo.co.jp,下形秀司,長野県,青木村,16,-,1969,1,未上場,BtoB,化学,金属部品製造,,,,,,,,,,,,,,,,,,,,
向山塗料株式会社,http://1611mp.jp,向山明好,山梨県,甲府市,16,3100,1948,1,未上場,"BtoB,BtoC",化学,塗料製造,,,,,,,,,,,,,,,,,,,,
相模アセチレン株式会社,http://www.sagamiace.biz,佐波充,神奈川県,横浜市瀬谷区,16,1000,1959,9,未上場,BtoB,化学,ガス・燃料製品・採掘,ガス・燃料製品・採掘,,,,,,,,,,,,,,,,,,,
株式会社グリーンピア,https://www.greenpia.co.jp,櫻井裕行,神奈川県,平塚市,16,7000,1990,8,未上場,"BtoB,BtoC",化学,肥料・農薬製造,総合系eコマース,,,,,,,,,,,,,,,,,,,
株式会社アサヒプレート,http://www.asahi-gr.jp,佐藤康一,新潟県,長岡市,16,5500,1975,3,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社大島グリーン開発,http://ogk-ex.com,大島寛二,長野県,伊那市,16,1000,1977,12,未上場,"BtoB,BtoC",化学,住居リフォーム,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
株式会社エイチエフェクト,http://h-effect.com,柴田吉次,富山県,富山市,16,600,,,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
有限会社三都テック,http://www.mitoteck.jp,渡辺一史,福井県,鯖江市,15,-,,,未上場,BtoB,化学,金属部品製造,金型製造,,,,,,,,,,,,,,,,,,,
ワイエムポリマックス有限会社,http://www2.nsknet.or.jp,田中能成,石川県,能美市,15,1000,1990,5,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
ユニプラス北陸株式会社,http://uniplas-hokuriku.co.jp,西村研一,富山県,南砺市,15,4000,1989,5,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
福井ハウス株式会社,http://www.fukui-house.jp,山田直樹,福井県,福井市,15,2000,2003,11,未上場,BtoB,化学,水産用機械商社,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
大成プラスチック工業株式会社,https://taisei-p-i.jimdo.com,槇眞人,山梨県,甲府市,15,1400,1963,10,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
料材開発株式会社,http://www.ryozai.com,藏田広明,神奈川県,藤沢市,15,1300,1997,12,未上場,BtoB,化学,金型製造,,,,,,,,,,,,,,,,,,,,
有限会社ウチダプラスチツク,http://www.uchid.com,内田栄時,福井県,鯖江市,15,300,1978,10,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
日本海シール工業株式会社,http://www.ncokyoudoukumiai.jp,川杉敬治,新潟県,新潟市北区,15,-,1999,1,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
泰栄産業株式会社,http://www.taiei.ecnet.jp,加登剛一,神奈川県,横浜市都筑区,15,1000,1966,4,未上場,BtoB,化学,塗料製造,,,,,,,,,,,,,,,,,,,,
株式会社松本微生物研究所,http://www.matsumoto-biken.co.jp,牧孝昭,長野県,松本市,15,-,1980,12,未上場,BtoB,化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
株式会社オクト,http://kk-oct.com,池田彰,神奈川県,綾瀬市,15,500,2009,8,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社ユタカプラスチック製作所,http://www.yutaka-plastic.co.jp,依田英之,長野県,佐久市,15,1000,1973,2,未上場,BtoB,化学,産業用ロボット,,,,,,,,,,,,,,,,,,,,
有限会社藤谷製作所,http://www.fujiya-mfg.jp,藤谷龍男,神奈川県,藤沢市,15,500,1982,7,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社井口,http://www.iguchico.com,井口修,神奈川県,横浜市旭区,15,1000,1962,6,未上場,BtoB,化学,プラスチック包装製造,化学品製造,紙類包装製造,,,,,,,,,,,,,,,,,,
株式会社シラド化学,http://www.shirado-chem.co.jp,白土博子,神奈川県,横浜市金沢区,15,3900,1957,3,未上場,BtoB,化学,化学品製造,,,,,,,,,,,,,,,,,,,,
有限会社鶴巻刃物,https://www.takumi-tsurumaki.com,鶴巻四郎,新潟県,三条市,15,-,,,未上場,BtoC,化学,肥料・農薬製造,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社太陽樹脂,http://www.taiyojushi.co.jp,嶋村浩司,富山県,高岡市,14,1000,1987,6,未上場,BtoB,化学,看板,看板,,,,,,,,,,,,,,,,,,,
株式会社SSI,http://www.ssi-acryl.jp,八木卓也,新潟県,胎内市,14,1000,2007,3,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
セキシン産業有限会社,http://www.shokokai.or.jp,関勉,新潟県,南魚沼市,14,500,1984,1,未上場,BtoB,化学,樹脂製品製造,自動車部品製造,,,,,,,,,,,,,,,,,,,
三建樹脂株式会社,http://www.sanken-jusi.com,稲葉栄,神奈川県,厚木市,14,1000,1980,5,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社栄,http://www.sakae-toyama.co.jp,清水滋常,富山県,射水市,14,3000,1968,11,未上場,BtoB,化学,接着剤製造,,,,,,,,,,,,,,,,,,,,
株式会社加茂製作所,http://userweb.www.fsinet.or.jp,大橋一夫,新潟県,三条市,14,1000,1986,4,未上場,BtoB,化学,樹脂製品製造,ガラス製造,,,,,,,,,,,,,,,,,,,
野沢工業株式会社,http://nozawa-kogyo.co.jp,野沢貢,富山県,立山町,14,2000,1998,1,未上場,"BtoC,BtoB",化学,肥料・農薬製造,,,,,,,,,,,,,,,,,,,,
立山造園土木株式会社,http://r.goope.jp,古崎三夫,富山県,富山市,14,3000,1971,5,未上場,"BtoB,BtoC",化学,造園工事,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
ヨシダ感光機材株式会社,http://www.y-kankoukizai.jp,吉田眞哉,新潟県,三条市,14,1000,1974,6,未上場,BtoB,化学,金属加工請負,,,,,,,,,,,,,,,,,,,,
株式会社アネステイ・コーポレーション,http://honesty-co.net,長谷川昌宏,福井県,鯖江市,14,1000,1990,12,未上場,BtoB,化学,樹脂製品製造,,,,,,,,,,,,,,,,,,,,
株式会社三栄プラテック,http://saneipla.co.jp,三江昭文,富山県,富山市,14,1000,1975,4,未上場,BtoB,化学,樹脂製品製造,自動車部品製造,,,,,,,,,,,,,,,,,,,
有限会社素地のナカジマ,http://www.sojinonakajima.co.jp,中嶋敏博,石川県,加賀市,14,300,1998,5,未上場,BtoB,化学,雑貨製造,,,,,,,,,,,,,,,,,,,,
株式会社ケーエムケー,http://kmk-j.co.jp,川島隆教,長野県,坂城町,14,5000,1972,2,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
東和酵素株式会社,http://towaenzyme.co.jp,宮崎和男,神奈川県,平塚市,14,1000,1959,1,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社共栄グリーンサービス,http://www.kyoeigreen.com,萩原宏昭,神奈川県,相模原市中央区,14,1000,1999,6,未上場,"BtoB,BtoC",化学,肥料・農薬製造,土木工事,,,,,,,,,,,,,,,,,,,
株式会社太陽樹脂,http://www.taiyojushi.co.jp,嶋村浩司,富山県,高岡市,14,1000,1987,6,未上場,BtoB,化学,看板,看板,,,,,,,,,,,,,,,,,,,
有限会社小泉製作所,http://www.koizumi-s.jp,佐々木等,富山県,上市町,13,1600,1989,11,未上場,"BtoC,BtoB",化学,樹脂製品製造,自動車部品製造,,,,,,,,,,,,,,,,,,,
三建樹脂株式会社,http://www.sanken-jusi.com,稲葉栄,神奈川県,厚木市,14,1000,1980,5,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
東興産業株式会社,http://www.to-ko.co.jp,間戸朋之,石川県,かほく市,14,2000,1986,2,未上場,BtoB,化学,金属部品製造,樹脂製品製造,,,,,,,,,,,,,,,,,,,
アルプス化成株式会社,http://www.alpskasei.co.jp,小林弘卓,富山県,高岡市,13,1500,1979,3,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社ピーケーシー,http://www.pkc.co.jp,萩原敏秀,神奈川県,藤沢市,13,5000,1989,9,未上場,BtoB,化学,金属加工請負,金属製品製造,,,,,,,,,,,,,,,,,,,
有限会社安曇野牧場,http://www.janis.or.jp,黒田章,長野県,安曇野市,13,1000,1992,4,未上場,BtoB,化学,乳製品,肥料・農薬製造,,,,,,,,,,,,,,,,,,,
シンデン化工株式会社,http://www.shindenkako.com,新田勝昭,神奈川県,相模原市中央区,13,1000,1977,3,未上場,BtoB,化学,樹脂製品製造,金属部品製造,,,,,,,,,,,,,,,,,,,
ムトウ塗装工業株式会社,http://www.muto-toso.com,武藤崇,山梨県,笛吹市,13,-,1970,1,未上場,BtoB,化学,金属加工請負,樹脂製品製造,,,,,,,,,,,,,,,,,,,
福井環境プラスチック株式会社,http://www.fkp.co.jp,二木和則,福井県,坂井市,13,900,2014,8,未上場,BtoB,化学,リサイクル,,,,,,,,,,,,,,,,,,,,
有限会社ベルーフ,http://www.beruf1996.jp,廣井明男,新潟県,小千谷市,13,300,1996,5,未上場,BtoB,化学,自動車部品製造,樹脂製品製造,,,,,,,,,,,,,,,,,,,
株式会社ケーゼム,https://www.kumagai-co.com,熊谷克巳,新潟県,阿賀野市,13,6000,1974,10,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
株式会社ベイサン,http://www.baysun.net,矢野智久,神奈川県,横浜市港北区,13,2800,1983,2,未上場,BtoB,化学,,,,,,,,,,,,,,,,,,,,,
シンワ株式会社,http://www.shinwa-yokohama.co.jp,神野康,神奈川県,横浜市港北区,13,1000,1982,5,未上場,BtoB,化学,樹脂製品製造,衛生設備工事,金属部品製造,,,,,,,,,,,,,,,,,,
株式会社ワンパック,http://www.one-pack.co.jp,菊地秀樹,神奈川県,横浜市港北区,13,1000,1976,12,未上場,BtoB,化学,一般貨物輸送,,,,,,,,,,,,,,,,,,,,
