会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
株式会社DTS WEST,https://www.dtswest.co.jp,長崎一則,京都府,京都市下京区,294,10000,1979,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社MCOR,https://www.mcor.co.jp,太田晃,愛知県,岡崎市,307,16500,1989,6,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
株式会社フリースタイル,https://freestyles.jp,青野豪淑,愛知県,名古屋市中区,280,1000,2006,9,未上場,BtoB,IT,ITインフラストラクチャー,ゲーム開発,Web制作,,,,,,,,,,,,,,,,,,
日鉄ソリューションズ中部株式会社,https://www.nssol.nssmc.com,堀江慶一,愛知県,東海市,217,6000,1995,12,未上場,BtoB,IT,ITインフラストラクチャー,システム開発,,,,,,,,,,,,,,,,,,,
NDSインフォス株式会社,https://www.nds-infos.co.jp,森英俊,愛知県,名古屋市中区,273,10000,2005,10,未上場,BtoB,IT,ITインフラストラクチャー,システム開発,,,,,,,,,,,,,,,,,,,
株式会社シーエスイー,https://www.cseinfo.co.jp,近藤慈伸,愛知県,あま市,261,5000,1964,1,未上場,BtoB,IT,ITインフラストラクチャー,産業用電気設備工事,空調設備工事,,,,,,,,,,,,,,,,,,
株式会社建通新聞社,https://www.kentsu.co.jp,片方賢也,愛知県,名古屋市西区,246,10000,1953,10,未上場,"BtoB,BtoC",IT,新聞,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
MHIエアロスペースシステムズ株式会社,https://www.mhi.com,大島健二,愛知県,名古屋市港区,254,5000,1986,12,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社島津ビジネスシステムズ,https://www.shimadzu.co.jp,壽榮松憲宏,京都府,京都市中京区,229,3000,1999,1,未上場,BtoB,IT,業務請負,Webアプリ・サービス運営,事務処理代行,,,,,,,,,,,,,,,,,,
ムラタシステム株式会社,http://www.murata-system.co.jp,石山敏彦,京都府,京都市南区,258,4000,1987,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社NEFコミュニケーションズ,https://nef-com.jp,永冨喬太,愛知県,名古屋市中区,243,2000,2013,1,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社スターシステム,https://star-system.jp,稲葉弘承,愛知県,名古屋市中村区,254,2500,2005,5,未上場,BtoB,IT,システム開発,経営コンサル,,,,,,,,,,,,,,,,,,,
日本インフォメーション株式会社,https://www.nicnet.co.jp,加藤高章,愛知県,名古屋市千種区,234,41020,1974,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
日本エコシステム株式会社,http://www.jp-eco.co.jp,松島穣,愛知県,一宮市,233,100050,1998,11,スタンダード（内国株式）,BtoB,IT,システム開発,空調設備工事,,,,,,,,,,,,,,,,,,,
株式会社インビリティー,https://www.inbility.co.jp,西田知史,愛知県,名古屋市中区,228,5000,2006,12,未上場,BtoB,IT,システム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社日新システムズ,http://www.co-nss.co.jp,竹内嘉一,京都府,京都市下京区,215,3000,1984,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ラプラス・システム,https://www.lapsys.co.jp,堀井雅行,京都府,京都市伏見区,211,10000,1990,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
スマートエンジニア株式会社,https://www.smart-engineer.co.jp,佐藤康一郎,愛知県,名古屋市中区,215,1000,2008,3,未上場,BtoB,IT,デザイン,,,,,,,,,,,,,,,,,,,,
アイチ情報システム株式会社,https://www.asc21.net,中野彰一,愛知県,刈谷市,213,8000,1973,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
キステム株式会社,https://www.kistem.co.jp,井門一美,滋賀県,大津市,203,5000,1969,9,未上場,BtoB,IT,クラウド系・Fintech,システム開発,,,,,,,,,,,,,,,,,,,
スマートインプリメント株式会社,https://www.smart-implement.co.jp,井上義昭,愛知県,豊田市,217,1000,2009,12,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ケーケーシー情報システム,http://www.kkcjoho.co.jp,松下直弘,京都府,京都市上京区,197,10000,1972,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
ケイティケイ株式会社,https://www.ktk.gr.jp,青山英生,愛知県,名古屋市東区,207,29468,1971,6,スタンダード（内国株式）,"BtoB,BtoC",IT,印刷機械,Webアプリ・サービス運営,オフィス用品,,,,,,,,,,,,,,,,,,
イセット株式会社,https://www.iset.co.jp,伊藤尚貴,三重県,津市,218,4500,1971,4,未上場,"BtoC,BtoB",IT,警備,マンション・ビル管理,防犯機器,,,,,,,,,,,,,,,,,,
株式会社ヴィッツ,https://www.witz-inc.co.jp,服部博行,愛知県,名古屋市中区,210,61252,1997,6,スタンダード（内国株式）,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
サン・ライズ・システムズ株式会社,https://srsys.jp,足立靖之,愛知県,名古屋市中村区,169,4100,2003,12,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
シンクレイヤ株式会社,https://www.synclayer.co.jp,山口正裕,愛知県,名古屋市中区,194,83500,1962,5,スタンダード（内国株式）,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社BEX,https://www.bex-inc.com,井口邦,愛知県,豊田市,189,3500,2002,10,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社ハイシンク創研,https://www.lhcc.co.jp,巽雅幸,京都府,京都市下京区,188,9000,2016,10,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社クイックス,https://www.kwix.co.jp,岡本泰,愛知県,刈谷市,189,5100,1971,6,未上場,BtoB,IT,紙媒体印刷,システム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
シェアリングテクノロジー株式会社,https://www.sharing-tech.co.jp,森吉寛裕,愛知県,名古屋市中村区,186,19098,2006,11,グロース（内国株式）,BtoC,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社EDIONクロスベンチャーズ,http://www.nwork.co.jp,金子悟士,愛知県,名古屋市千種区,187,3000,1973,12,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社トヨタマップマスター,https://www.mapmaster.co.jp,山田博之,愛知県,名古屋市中村区,182,40000,1998,7,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社コスモルート,https://www.cosmoroot.co.jp,前田直己,愛知県,名古屋市熱田区,181,5000,1989,7,未上場,BtoB,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,,
アクティスジャパン株式会社,https://www.acts-group.co.jp,菅井泰伸,愛知県,名古屋市中区,184,9500,1990,9,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
トリオシステムプランズ株式会社,http://www.trio.co.jp,野尻昌敬,愛知県,名古屋市中区,181,9000,1979,8,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
株式会社中央図研,http://www.chuozuken.co.jp,柳田雅史,愛知県,名古屋市中区,175,2000,1977,12,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社アイ・シー・エス,https://www.ise-ics.co.jp,松岡孝夫,三重県,伊勢市,175,3200,1978,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社飯田設計,http://www.iida-sekkei.co.jp,飯田穂,愛知県,名古屋市西区,169,3000,1964,4,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
三菱電機メカトロニクステクノロジーズ株式会社,https://www.memt.co.jp,坂崎正一,愛知県,名古屋市東区,152,10000,1980,10,未上場,BtoB,IT,工業用機械商社,,,,,,,,,,,,,,,,,,,,
株式会社テクノアスカ,https://www.t-ask.co.jp,大井旭,愛知県,名古屋市中区,159,2000,1986,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
シーアンドエス株式会社,https://www.cs-ltd.co.jp,山田忠信,愛知県,名古屋市中村区,159,3000,1994,7,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
株式会社エイエイエスティ,https://aast.jp,田中博道,愛知県,名古屋市中区,156,1000,2006,11,未上場,BtoB,IT,IT系教育,,,,,,,,,,,,,,,,,,,,
株式会社中部テラオカ,https://www.c-teraoka.co.jp,中澤雅美,愛知県,名古屋市北区,152,5000,1952,10,未上場,BtoB,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,,
株式会社大同ITソリューションズ,https://www.daido-its.co.jp,山田龍三,愛知県,名古屋市東区,158,4500,2000,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ナイス,https://www.naiscorp.co.jp,伊豫田至,愛知県,名古屋市東区,162,3000,1973,10,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
トピックス株式会社,https://www.topix.co.jp,河田弘重,愛知県,安城市,146,9000,1979,6,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社ロジエンス,https://www.logiens.co.jp,飯干敬三,愛知県,刈谷市,158,1000,2014,2,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社ジョブセイバー,https://www.jobsaver.jp,金山泰憲,愛知県,岡崎市,148,1000,2006,9,未上場,BtoB,IT,医療・福祉派遣,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
ネットフォース株式会社,http://www.netforce.co.jp,稲垣清和,愛知県,名古屋市中村区,140,3300,1996,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社京信システムサービス,http://www.kssinet.co.jp,岡田敬三,京都府,京都市南区,136,5000,1972,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ネクステップ・ソリューションズ,https://www.nextep.jp,田島啓介,愛知県,名古屋市中区,136,5000,2002,7,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
株式会社SCREEN PEソリューションズ,https://www.screen.co.jp,山本均,京都府,京都市上京区,143,10000,2016,11,未上場,BtoB,IT,電子部品,システム開発,,,,,,,,,,,,,,,,,,,
日本ソフト開発株式会社,https://www.nihonsoft.co.jp,蒲生仙治,滋賀県,米原市,147,19000,1972,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
バンネットワーク株式会社,https://van-nw.jp,小林正博,京都府,京都市中京区,145,1000,1989,12,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
イー・バレイ株式会社,https://e-valley.co.jp,池田徹弘,愛知県,名古屋市昭和区,130,1500,2000,1,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社ハイテックス,https://www.haitex.hayatele.co.jp,林寛之,愛知県,名古屋市中区,128,1000,1990,3,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
エスツーアイ株式会社,https://s2-i.co.jp,村瀬竜雄,愛知県,東浦町,135,-,2002,1,未上場,BtoB,IT,ソフトウェア商社,パソコン・スマホ機器販売,,,,,,,,,,,,,,,,,,,
トビラシステムズ株式会社,https://tobila.com,明田篤,愛知県,名古屋市中区,128,33293,2006,12,スタンダード（内国株式）,"BtoC,BtoB",IT,システム開発,,,,,,,,,,,,,,,,,,,,
エボルテック株式会社,https://www.evoltech.co.jp,兵頭武士,愛知県,名古屋市中村区,140,800,2009,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ISO,http://www.iso.co.jp,山口耕平,愛知県,豊橋市,133,1200,1986,5,未上場,BtoB,IT,物流人材派遣,製造・技術人材派遣,サービス業人材派遣,,,,,,,,,,,,,,,,,,
株式会社ITAGE,http://www.itage.co.jp,坂梨幸典,愛知県,名古屋市中区,124,3000,2005,12,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社演算工房,http://www.enzan-k.com,林稔,京都府,京都市上京区,120,8000,2001,1,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社暁電機製作所,http://arunas.co.jp,内藤富雅,滋賀県,草津市,107,8800,1969,5,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ピーダブルビー,http://www.pwb.co.jp,菊地修一,滋賀県,草津市,127,9975,1982,12,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
株式会社フューチャースピリッツ,https://www.future-s.com,谷孝大,京都府,京都市下京区,124,10140,2000,1,未上場,BtoB,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,,
株式会社COEL,https://coel-inc.jp,深見和久,愛知県,名古屋市西区,122,10000,1995,10,未上場,BtoB,IT,システム開発,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
株式会社中京エレクトロン,http://sys.electron.ctv.ne.jp,田村雅則,愛知県,名古屋市中村区,121,1000,1977,4,未上場,BtoB,IT,産業用電気設備工事,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
株式会社テスク,https://www.kktisc.co.jp,梅田源,愛知県,名古屋市中区,123,30200,1974,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社メディア・クラフト,https://www.mediacft.co.jp,柏木洋輝,愛知県,名古屋市中区,118,1000,1997,10,未上場,BtoB,IT,土木コンサル,Web制作,,,,,,,,,,,,,,,,,,,
株式会社東海理化アドバンスト,https://www.tr-advanced.co.jp,今枝功旗,愛知県,名古屋市中村区,117,3000,2004,8,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
トナミシステムソリューションズ株式会社,https://www.tonami-syssol.co.jp,小野隆夫,京都府,京都市中京区,116,7000,1984,8,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社システムサーバー,https://www.system-server.com,鈴木秀美,愛知県,名古屋市中区,117,2100,1997,1,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社近畿リサーチセンター,https://www.krcinc.co.jp,小谷達雄,京都府,京都市中京区,115,1500,1964,10,未上場,BtoB,IT,製造・技術人材派遣,,,,,,,,,,,,,,,,,,,,
株式会社メディカルサポート,http://www.medicalsupport.jp,吉見隆夫,京都府,京都市南区,111,1000,1993,1,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社サンバレー,http://www.sunvalley-e.co.jp,加藤眞吾,愛知県,刈谷市,84,2250,1990,10,未上場,"BtoC,BtoB",IT,オフィス用品,総合系eコマース,保険,,,,,,,,,,,,,,,,,,
株式会社百五デジタルソリューションズ,http://www.105cs.co.jp,新開正浩,三重県,津市,107,3000,1990,3,未上場,BtoB,IT,システム開発,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
株式会社FREEMIND,https://www.freemind.co.jp,北田秀司,京都府,京都市中京区,109,10000,1988,3,未上場,"BtoB,BtoC",IT,システム開発,語学学習,デザイン,,,,,,,,,,,,,,,,,,
東亜システム株式会社,http://www.toasystemkk.co.jp,辻桂大,愛知県,長久手市,114,11000,1975,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社アテナシステムズ,https://www.athena-systems.co.jp,鳥野學,愛知県,名古屋市中村区,101,4000,1982,9,未上場,BtoB,IT,ITインフラストラクチャー,システム開発,,,,,,,,,,,,,,,,,,,
株式会社エイカー,http://bird-protector.acar.co.jp,小野田一幸,滋賀県,草津市,101,2100,1981,2,未上場,BtoB,IT,精密機器,精密機器,システム開発,,,,,,,,,,,,,,,,,,
株式会社アイシティ情報,https://www.icity.co.jp,野田義人,愛知県,名古屋市中区,104,2000,1995,5,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社デンソーエスアイ,https://www.denso.com,藤吉幸司,愛知県,安城市,107,9500,1998,6,未上場,BtoB,IT,システム開発,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
シナジープラットフォーム・ジャパン株式会社,http://synergy-platform.jp,林征輝,愛知県,名古屋市中村区,100,1000,2016,9,未上場,BtoB,IT,業務請負,Webアプリ・サービス運営,デザイン,,,,,,,,,,,,,,,,,,
株式会社ティーブイエスネクスト,https://tvs.co.jp,川﨑三千夫,愛知県,名古屋市中区,105,8000,1979,4,未上場,BtoB,IT,CM制作・映像制作,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
株式会社リーフ,https://leafco.jp,尾崎幹憲,愛知県,豊橋市,98,300,2006,5,未上場,"BtoC,BtoB",IT,花屋,システム開発,総合系eコマース,,,,,,,,,,,,,,,,,,
ミカワリコピー販売株式会社,https://www.mrnet.co.jp,來本昌哉,愛知県,豊橋市,95,2285,1943,11,未上場,BtoB,IT,オフィス用品,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
京栄ニチユ株式会社,http://www.kyoei-ni.co.jp,麻田裕貴,京都府,向日市,97,5000,2009,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社キッズウェイ,https://www.kids-way.ne.jp,伴覚守,愛知県,瀬戸市,91,10000,2000,12,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
株式会社バイナル,http://www.binal.co.jp,岡本治彦,愛知県,名古屋市中区,94,8000,1982,12,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社アレクシード,https://www.allexceed.co.jp,岡部克二郎,三重県,津市,97,8000,1976,8,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社TMソリューション,http://www.tmsol.jp,三浦次夫,愛知県,名古屋市中村区,97,3760,2015,8,未上場,"BtoC,BtoB",IT,システム開発,人材紹介,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,
株式会社京都イングス,https://secure02.red.shared-server.net,吉永豊一,京都府,京都市伏見区,81,2000,1975,10,未上場,BtoB,IT,土木コンサル,システム開発,,,,,,,,,,,,,,,,,,,
株式会社大洋電機製作所,https://kk-taiyo-el.co.jp,飯田英人,愛知県,名古屋市中川区,81,5000,1974,11,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
キノンビクス株式会社,https://www.kinon.co.jp,福永悟,滋賀県,栗東市,85,1000,1970,8,未上場,BtoB,IT,産業用電気設備工事,,,,,,,,,,,,,,,,,,,,
住理工情報システム株式会社,https://www.is.sumiriko.co.jp,山田崇博,愛知県,小牧市,88,1000,2010,4,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,,
ニューリー株式会社,http://www.newly.co.jp,新井慎也,京都府,久御山町,84,5584,1979,8,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社イークリエイト,https://www.e-create.jp,今津智弘,愛知県,名古屋市中区,83,2000,2003,12,未上場,BtoB,IT,Web制作,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社ケィテック,http://www.k-tech.ne.jp,金子倫司,愛知県,名古屋市緑区,90,2000,1970,8,未上場,BtoB,IT,自動車部品製造,,,,,,,,,,,,,,,,,,,,
株式会社コラボスタイル,https://corp.collabo-style.co.jp,松本洋介,愛知県,名古屋市中村区,80,5000,2013,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
デジタルミックス株式会社,https://www.digitalmix.jp,冨板恒匡,愛知県,名古屋市中区,81,3000,1994,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社クラッソーネ,http://www.crassone.co.jp,川口哲平,愛知県,名古屋市中区,72,145298,2011,4,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,,
株式会社コミュニケーションネット,http://www.cnt-inet.co.jp,宗宮康司,愛知県,名古屋市中村区,76,1500,1989,3,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社ウェブ東海,https://www.web-tokai.ne.jp,廣川孝之,愛知県,名古屋市千種区,85,1000,1999,2,未上場,BtoB,IT,システム開発,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
株式会社アプライド・システムズ,https://www.applied-system.co.jp,青木庄太郎,愛知県,名古屋市中村区,78,2000,1982,5,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
カゴヤ・ジャパン株式会社,http://www.kagoya.jp,北川貞大,京都府,京都市中京区,90,10000,1983,9,未上場,"BtoB,BtoC",IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,,
株式会社サンテック,http://www.suntec.co.jp,青木義彦,愛知県,愛西市,77,1000,1985,7,未上場,BtoB,IT,ITインフラストラクチャー,システム開発,,,,,,,,,,,,,,,,,,,
株式会社中日エンジニアリング,http://www.iida-sekkei.co.jp,飯田穂,愛知県,名古屋市西区,78,1000,1984,6,未上場,BtoB,IT,機械設計,システム開発,,,,,,,,,,,,,,,,,,,
株式会社リーフワークス,https://www.leafworks.jp,澤健太,滋賀県,大津市,50,1000,2010,7,未上場,"BtoB,BtoC",IT,ITインフラストラクチャー,システム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
テックポート株式会社,https://www.tbtech.co.jp,金井恭秀,愛知県,豊田市,50,3000,1986,7,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社スタイルシステム,http://www.stylesystem.co.jp,柳在鉉,愛知県,名古屋市中村区,51,2000,2004,10,未上場,BtoB,IT,製造・技術人材派遣,,,,,,,,,,,,,,,,,,,,
株式会社京都ウィード,http://www.masudaika.co.jp,-,京都府,京都市伏見区,50,1000,2000,7,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社バイナス,http://bynas.com,渡辺亙,愛知県,稲沢市,49,5000,2006,1,未上場,BtoB,IT,システム開発,IT系教育,教材,,,,,,,,,,,,,,,,,,
電子システム株式会社,http://www.densys.co.jp,田中弘一郎,愛知県,名古屋市昭和区,76,9718,1977,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
邦友テック株式会社,http://hoyutech.co.jp,北原聡浩,愛知県,名古屋市中区,49,1000,2012,9,未上場,BtoB,IT,システム開発,ソフトウェア商社,製造・技術人材派遣,,,,,,,,,,,,,,,,,,
株式会社アスカプランニング名古屋,https://www.asca-planning-nagoya.co.jp,板羽良和,愛知県,名古屋市中区,50,1000,1991,2,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
セントラルメディアサービス株式会社,http://www.cms-nagoya.co.jp,長尾福治郎,愛知県,名古屋市西区,49,2000,1995,8,未上場,BtoB,IT,通信設備工事,産業用電気設備工事,,,,,,,,,,,,,,,,,,,
株式会社光和マイクロプロジェクト,https://kouwa-micro.co.jp,伊藤光雄,愛知県,豊明市,50,1000,2002,6,未上場,BtoB,IT,システム開発,健康食品,,,,,,,,,,,,,,,,,,,
中部システムソリューションズ株式会社,https://chu-sys.co.jp,渡邉至,愛知県,名古屋市中村区,48,2400,2003,4,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
システムメトリックス株式会社,http://systemmetrix.jp,永岡孝一,愛知県,名古屋市中区,49,4000,1999,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
コンピュータスペック株式会社,http://c-spec.net,黒川竜生,愛知県,名古屋市西区,47,1000,1983,8,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社スマテン,https://corp.sumaten.co,都築啓一,愛知県,名古屋市中区,49,-,2018,4,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,システム開発,,,,,,,,,,,,,,,,,,,
中信コンピューターアンドコミュニケーション株式会社,http://ccandc.co.jp,松岡輝,京都府,京都市南区,48,5000,1991,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社システムアシスタンス,http://www.assistance.co.jp,中川岳博,愛知県,名古屋市中村区,49,3000,1982,4,未上場,BtoB,IT,製造・技術人材派遣,システム開発,,,,,,,,,,,,,,,,,,,
株式会社グローバルワイズ,https://www.g-wise.co.jp,伊原栄一,愛知県,名古屋市中村区,48,10000,1997,11,未上場,BtoB,IT,システム開発,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
パーソナルケアサポート株式会社,http://www.personal-cs.jp,-,愛知県,名古屋市中区,49,2100,2008,1,未上場,BtoC,IT,Webアプリ・サービス運営,医療・福祉派遣,,,,,,,,,,,,,,,,,,,
株式会社イエス,http://www.ies.jp,宗本勉,愛知県,名古屋市中村区,47,2000,1991,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社ネオレックス,https://www.neorex.co.jp,駒井拓央,愛知県,名古屋市熱田区,47,5000,1987,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社カーネル,https://www.kernel-map.co.jp,柏原晋哉,京都府,京都市中京区,46,1000,1992,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社エービーシー・ジャパン,https://www.abc-japan.co.jp,竹内一浩,愛知県,名古屋市中区,47,2000,1997,10,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
インターメディアプランニング株式会社,http://www.ipi.co.jp,石淵耕一,愛知県,名古屋市中区,47,1000,1996,5,未上場,BtoB,IT,ITインフラストラクチャー,システム開発,,,,,,,,,,,,,,,,,,,
株式会社カーネルコンセプト,http://www.kernel.co.jp,柿崎督忠,愛知県,名古屋市中村区,45,5000,1985,6,未上場,BtoB,IT,事務・作業員派遣,システム開発,業務請負,,,,,,,,,,,,,,,,,,
日進電気株式会社,http://nisshin-denki.jp,澁谷由美子,愛知県,名古屋市西区,46,3600,1954,4,未上場,BtoB,IT,プラント設備工事,,,,,,,,,,,,,,,,,,,,
株式会社アイブレーン,http://ibrain.mie-net.ne.jp,楠木裕子,三重県,伊勢市,45,5000,1955,4,未上場,"BtoC,BtoB",IT,紙媒体印刷,ITインフラストラクチャー,Web制作,,,,,,,,,,,,,,,,,,
株式会社フリーダム,http://freedam1201.xsrv.jp,山口典子,三重県,津市,44,1100,2002,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
技研トラステム株式会社,http://www.trastem.co.jp,三島一久,京都府,京都市伏見区,47,3003,1966,5,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
キャリアシステム株式会社,https://www.careersystem.co.jp,都雄史,愛知県,名古屋市東区,44,5000,1998,10,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社SCAシステム,http://www.scasys.co.jp,中西憲一郎,愛知県,名古屋市中川区,43,1000,2011,8,未上場,BtoB,IT,ITインフラストラクチャー,システム開発,,,,,,,,,,,,,,,,,,,
株式会社サンテック,http://suntecweb.com,泉信次,京都府,京都市伏見区,46,4000,1990,10,未上場,BtoB,IT,電子部品,システム開発,,,,,,,,,,,,,,,,,,,
株式会社バンテック京都,http://www.vansoft.co.jp,馬場喜芳,京都府,京都市右京区,43,1000,1993,4,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,,
株式会社トラフィック・シム,https://www.trafficsim.co.jp,福間功史,愛知県,名古屋市中村区,43,10000,1996,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
株式会社リオ,https://www.rio.ne.jp,石戸谷顕太朗,愛知県,名古屋市中村区,45,3750,1984,3,未上場,BtoB,IT,経営コンサル,企業研修,Web制作,,,,,,,,,,,,,,,,,,
株式会社ユニオン電子工業,http://www.union-elec.co.jp,羽多野健司,愛知県,大府市,44,2000,1971,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,,
