会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
有限会社民有林新聞社,http://www.minyurin.co.jp,-,北海道,札幌市中央区,3,-,,,未上場,"BtoB,BtoC",マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社共映,http://kyoeiken.sakura.ne.jp,鹿野砂織,千葉県,松戸市,3,1600,1994,11,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
有限会社朝日スポーツネット,http://www.asahi-asn.co.jp,-,埼玉県,さいたま市岩槻区,3,-,,,未上場,"BtoC,BtoB",マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社おが新聞販売,https://www.facebook.com,-,秋田県,男鹿市,2,-,,,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社BSP,http://bookstyle.co.jp,木下聡一郎,埼玉県,飯能市,2,1450,,,未上場,"BtoC,BtoB",マスコミ,書籍出版,書籍出版,,,,,,,,,,,,,,,,,,,
有限会社テイクビデオ,http://takevideo.wixsite.com,山田淳一,青森県,弘前市,2,300,,,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社松戸よみうり新聞社,https://www.matsudo417.com,-,千葉県,松戸市,2,-,,,未上場,"BtoB,BtoC",マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社JPS,http://pubnet2014.blog.fc2.com,神田和花,千葉県,柏市,2,100,2014,11,未上場,"BtoC,BtoB",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
エフエムベイエリア株式会社,http://www.bay-wave.co.jp,横田善光,宮城県,塩竈市,2,5000,1997,1,未上場,BtoB,マスコミ,放送局,,,,,,,,,,,,,,,,,,,,
株式会社NKパートナー,http://www.e-shinbun.co.jp,中川勝三,北海道,札幌市豊平区,2,-,,,未上場,BtoC,マスコミ,新聞,書籍出版,,,,,,,,,,,,,,,,,,,
有限会社エイエム企画,https://am-planning.co.jp,武笠由夫,埼玉県,上尾市,2,360,1993,4,未上場,BtoB,マスコミ,書籍出版,雑誌出版,Web制作,,,,,,,,,,,,,,,,,,
有限会社東光社,http://www.nihoniyasaka.com,中矢伸一,埼玉県,さいたま市大宮区,2,-,,,未上場,"BtoB,BtoC",マスコミ,雑誌出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
有限会社朝日れすか,http://www.resuka.co.jp,岩野節子,千葉県,柏市,2,-,1987,1,未上場,"BtoC,BtoB",マスコミ,雑誌出版,新聞,,,,,,,,,,,,,,,,,,,
ノースウィンメディア株式会社,http://www.north-win.co.jp,山田秀樹,北海道,札幌市中央区,2,1000,1989,12,未上場,BtoB,マスコミ,デザイン,書籍出版,インテリア系デザイン,,,,,,,,,,,,,,,,,,
酒田エフエム放送株式会社,http://www.sakatafm.com,-,山形県,酒田市,2,3000,,,未上場,"BtoC,BtoB",マスコミ,放送局,ラジオ制作,,,,,,,,,,,,,,,,,,,
有限会社野口兄弟社,https://www.yc-iwai.jp,野口拓真,茨城県,坂東市,2,-,,,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社クルートレイン,http://www.cluetrain.co.jp,山口秀二,埼玉県,さいたま市浦和区,2,100,2008,10,未上場,BtoB,マスコミ,書籍出版,書籍出版,販促コンサル,,,,,,,,,,,,,,,,,,
有限会社慶文社,http://keibunsha1998.com,東奈緒美,北海道,札幌市北区,2,300,1998,12,未上場,BtoB,マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社ケンレック,http://kenrec.co.jp,-,千葉県,市原市,2,-,1997,10,未上場,"BtoB,BtoC",マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社市川よみうり新聞社,http://www.ichiyomi.co.jp,-,千葉県,市川市,2,-,,,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社カイ書林,http://kai-shorin.co.jp,尾島茂,埼玉県,さいたま市見沼区,2,500,2009,7,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社法務研修館,http://kensyukan.com,小島信治,埼玉県,さいたま市大宮区,2,800,2006,11,未上場,BtoC,マスコミ,資格取得,書籍出版,toCセミナー業界,,,,,,,,,,,,,,,,,,
エフエムたいはく株式会社,http://fm-t.net,野田紀子,宮城県,仙台市太白区,2,1500,2006,8,未上場,BtoB,マスコミ,放送局,,,,,,,,,,,,,,,,,,,,
株式会社マニュブックス,http://www.manubooks.co.jp,笹山浅海,北海道,札幌市中央区,2,-,2012,10,未上場,BtoB,マスコミ,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,,
有限会社ナチュラリー,http://www.naturally.co.jp,大橋弘一,北海道,札幌市中央区,2,-,,,未上場,BtoC,マスコミ,雑誌出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社愛鳩の友社,http://www.aikyunotomo.co.jp,明神恵理,埼玉県,さいたま市見沼区,2,-,,,未上場,BtoC,マスコミ,雑誌出版,イベント,,,,,,,,,,,,,,,,,,,
有限会社台湾産業研究所,http://www.taiwan.co.jp,-,埼玉県,所沢市,2,-,1994,1,未上場,BtoB,マスコミ,研究・調査・リサーチ,書籍出版,,,,,,,,,,,,,,,,,,,
有限会社イメージ・クリエーション,https://www.aizu-city.net,佐々木洋一,福島県,会津若松市,2,300,1987,4,未上場,BtoB,マスコミ,テレビ番組,CM制作・映像制作,イベント,,,,,,,,,,,,,,,,,,
有限会社ビーカムズ,http://www.cams-kitami.com,中野孝弘,北海道,北見市,2,300,,,未上場,BtoC,マスコミ,雑誌出版,Webアプリ・サービス運営,紙媒体印刷,,,,,,,,,,,,,,,,,,
株式会社成田新聞販売,http://portal.ntn81.jp,-,千葉県,成田市,2,-,,,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
にこにこ本舗株式会社,http://www.nikoniko-honpo.com,細矢ますゆき,千葉県,長生村,2,500,,,未上場,BtoB,マスコミ,Webアプリ・サービス運営,雑誌出版,経営コンサル,,,,,,,,,,,,,,,,,,
株式会社オルタード,https://www.altered-japan.com,大原雅志,埼玉県,戸田市,2,-,1987,1,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
エーアンドティー・プロモーションズ有限会社,http://www.at-p.co.jp,澤田順行,千葉県,成田市,2,300,2001,11,未上場,"BtoC,BtoB",マスコミ,広告代理店,書籍出版,,,,,,,,,,,,,,,,,,,
有限会社アドグラフィック,http://www.adgraphic.co.jp,松本功,宮城県,仙台市太白区,2,300,2000,7,未上場,"BtoC,BtoB",マスコミ,広告代理店,雑誌出版,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社岩井新聞舗,http://www.wa-iwai.com,-,群馬県,太田市,2,-,,,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
有限会社鈴木新聞店,http://www.1049.cc,鈴木克彦,福島県,白河市,2,-,,,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
有限会社田代新聞店,http://asa.to,田代憲一,千葉県,野田市,2,-,,,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社オフィスしみず,http://doshin-higashisapporo.com,清水哲,北海道,札幌市白石区,2,-,1989,4,未上場,BtoC,マスコミ,新聞,乳製品宅配,ビル清掃・ハウス清掃,,,,,,,,,,,,,,,,,,
株式会社石王,http://www.ishio.co.jp,石王耕造,宮城県,仙台市太白区,2,1000,1979,5,未上場,"BtoC,BtoB",マスコミ,書籍出版,ソフトウェア商社,写真,,,,,,,,,,,,,,,,,,
株式会社集出版社,http://www.shunet.co.jp,赤石聖人,群馬県,高崎市,2,-,,,未上場,BtoC,マスコミ,雑誌出版,美術品・工芸品,,,,,,,,,,,,,,,,,,,
株式会社アイ・スリー,https://ithree.co.jp,多田信幸,北海道,札幌市中央区,2,100,2013,3,未上場,"BtoC,BtoB",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社PLAN.B,https://planb-gr.com,菅原雄一,北海道,札幌市中央区,2,300,2015,10,未上場,BtoB,マスコミ,書籍出版,写真,Web制作,,,,,,,,,,,,,,,,,,
株式会社醸界協力新聞社,http://jyoukai.seesaa.net,菊池弘之,宮城県,仙台市青葉区,2,1000,,,未上場,BtoB,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社SEEDS,http://seedsscott.jp,佐賀達,福島県,福島市,1,300,1992,7,未上場,"BtoB,BtoC",マスコミ,デザイン,書籍出版,イベント,,,,,,,,,,,,,,,,,,
株式会社企業情報研究所,http://www.kigyojoho.co.jp,石井源雄,福島県,郡山市,1,1000,1982,5,未上場,BtoB,マスコミ,広告代理店,雑誌出版,,,,,,,,,,,,,,,,,,,
株式会社札幌コミュニティ放送局,http://www.radiokaros.com,後藤眞理人,北海道,札幌市中央区,1,-,1995,12,未上場,BtoB,マスコミ,放送局,,,,,,,,,,,,,,,,,,,,
株式会社キーワード,http://www.k-word.co.jp,山下龍夫,埼玉県,志木市,1,2000,1996,10,未上場,BtoB,マスコミ,業務請負,書籍出版,,,,,,,,,,,,,,,,,,,
エムプラン株式会社,http://www.mplan.co.jp,河合幹人,栃木県,足利市,1,-,2008,12,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
つくばコミュニティ放送株式会社,http://radio-tsukuba.net,堀越智也,茨城県,つくば市,1,4045,2008,3,未上場,BtoC,マスコミ,放送局,ラジオ制作,イベント,,,,,,,,,,,,,,,,,,
有限会社アートセンターサカモト,http://www.bios-japan.jp,-,栃木県,宇都宮市,1,-,,,未上場,BtoB,マスコミ,書籍出版,デザイン,イベント,,,,,,,,,,,,,,,,,,
ケー・プロジェクト株式会社,https://www.k-project.jp,渡辺芳則,埼玉県,本庄市,1,300,2001,3,未上場,"BtoC,BtoB",マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社セキグチ,http://sk7.co.jp,関口和弘,埼玉県,越谷市,1,1000,1957,7,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社柏市民新聞社,http://www.kashiwa-shimin.biz,永尾鎮機,千葉県,柏市,1,-,1956,1,未上場,"BtoC,BtoB",マスコミ,新聞,広告代理店,,,,,,,,,,,,,,,,,,,
有限会社荻原印刷,https://itp.ne.jp,-,埼玉県,富士見市,1,-,,,未上場,"BtoC,BtoB",マスコミ,紙媒体印刷,書籍出版,デザイン,,,,,,,,,,,,,,,,,,
有限会社シャムハトプレス,https://www.amazon.co.jp,落合啓史,群馬県,前橋市,1,300,,,未上場,BtoB,マスコミ,書籍出版,書籍出版,総合系eコマース,,,,,,,,,,,,,,,,,,
アライプリプレス株式会社,http://www.araiprepress.co.jp,荒井玲子,埼玉県,川越市,1,-,2007,4,未上場,BtoB,マスコミ,紙媒体印刷,書籍出版,Web制作,,,,,,,,,,,,,,,,,,
有限会社萌芽舎,http://bohgasha.com,畠山道子,秋田県,秋田市,1,-,2003,4,未上場,BtoC,マスコミ,雑誌出版,事務処理代行,書籍出版,,,,,,,,,,,,,,,,,,
株式会社北浦和販売イチカワ,http://www.asa.saitama.jp,市川謙示,埼玉県,さいたま市浦和区,1,-,1965,1,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
有限会社マップ・タンク,http://maptank.co.jp,松島修一,埼玉県,新座市,1,300,2006,4,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社時宝光学新聞社,http://www.jks-news.com,島行雄,埼玉県,さいたま市浦和区,1,-,1967,9,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社エヴァナム,http://www.evanam.jp,真鍋康利,北海道,札幌市中央区,1,-,1999,8,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社メディアボックス,http://www.tomeon.tv,斉藤惠一,宮城県,登米市,1,-,2010,8,未上場,"BtoB,BtoC",マスコミ,デジタル系コンテンツ,新聞,書籍出版,,,,,,,,,,,,,,,,,,
株式会社シゴトサガス,https://michinoeki-fp.jp,新井康悦,福島県,福島市,1,1000,2016,10,未上場,BtoB,マスコミ,雑誌出版,Web制作,書籍出版,,,,,,,,,,,,,,,,,,
株式会社共同文化社,http://kyodo-bunkasha.net,奥山敏康,北海道,札幌市中央区,1,-,,,未上場,BtoC,マスコミ,書籍出版,総合系eコマース,,,,,,,,,,,,,,,,,,,
青史出版株式会社,http://www.seisi-shuppan.co.jp,渡辺清,埼玉県,ふじみ野市,1,-,1998,9,未上場,"BtoC,BtoB",マスコミ,書籍出版,紙媒体印刷,書籍出版,,,,,,,,,,,,,,,,,,
株式会社夢現舎,http://officemugen1989.wixsite.com,小島一志,埼玉県,さいたま市南区,1,-,,,未上場,BtoB,マスコミ,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,,
株式会社親心アップソリューションズ,http://shinshin-shoseki.co.jp,太田裕子,埼玉県,さいたま市大宮区,1,1000,2007,9,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社パブラボ,http://www.publabo.co.jp,菊池学,埼玉県,所沢市,1,400,2011,1,未上場,"BtoB,BtoC",マスコミ,書籍出版,企業研修,,,,,,,,,,,,,,,,,,,
株式会社イザラ書房,https://www.izara.co.jp,-,埼玉県,上里町,1,-,1969,1,未上場,"BtoB,BtoC",マスコミ,書籍出版,書籍出版,eコマース,,,,,,,,,,,,,,,,,,
市原FM放送株式会社,http://767i.com,御園生賢司,千葉県,市原市,1,-,2009,1,未上場,"BtoC,BtoB",マスコミ,ラジオ制作,イベント,,,,,,,,,,,,,,,,,,,
有限会社梓出版社,https://www.azusa-syuppan.co.jp,本谷高哲,千葉県,松戸市,1,-,1977,1,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社小泉プロダクション,http://www.onecarat-l.co.jp,小泉知加子,宮城県,仙台市青葉区,1,-,,,未上場,BtoC,マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
法令出版株式会社,http://e-hourei.com,鎌田順雄,千葉県,柏市,1,-,1966,2,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社目黒新聞舖,http://www.asa-kemitou.com,目黒大介,千葉県,千葉市稲毛区,1,300,1997,1,未上場,BtoC,マスコミ,新聞,ビル清掃・ハウス清掃,書籍出版,,,,,,,,,,,,,,,,,,
株式会社ジーン,http://xene.net,富樫弘典,北海道,札幌市中央区,1,1600,1998,4,未上場,BtoB,マスコミ,翻訳・通訳,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,
有限会社北海道新聞隅田販売所,http://doushinsumita.web.fc2.com,-,北海道,江差町,1,-,,,未上場,"BtoB,BtoC",マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社フォレストアップ,http://forestup.jp,森下徹,埼玉県,越谷市,1,300,1998,5,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
ネクストサービス株式会社,http://next-s.net,松尾昭仁,埼玉県,狭山市,1,1500,2003,1,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社末廣企画,http://sk28.com,横勝美,栃木県,大田原市,1,350,1998,2,未上場,"BtoC,BtoB",マスコミ,デザイン,雑誌出版,ブライダル,,,,,,,,,,,,,,,,,,
株式会社童話屋,http://www.dowa-ya.co.jp,田中和雄,岩手県,盛岡市,1,-,,,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社ライズ・ジャパン,http://risejapan.co.jp,齋藤宏充,千葉県,松戸市,1,300,2004,7,未上場,"BtoC,BtoB",マスコミ,販促コンサル,販促コンサル,,,,,,,,,,,,,,,,,,,
株式会社ジユーダム,https://jiyu-dom.jimdo.com,小野寺桃奈,栃木県,鹿沼市,1,100,2017,2,未上場,"BtoB,BtoC",マスコミ,組織コンサル,書籍出版,toCセミナー業界,,,,,,,,,,,,,,,,,,
株式会社ジェイキューブ,http://www.crjnet.com,椎木明,埼玉県,川口市,1,1000,2011,6,未上場,"BtoB,BtoC",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社フロントライン,http://frontline-tokyo.com,久保木坪彦,埼玉県,さいたま市中央区,1,1000,1985,4,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
有限会社本の森,http://honnomori-sendai.cool.coocan.jp,-,宮城県,仙台市若林区,1,-,,,未上場,"BtoC,BtoB",マスコミ,書籍出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
有限会社カードックプラス,http://www.care-s.jp,手塚広美,栃木県,宇都宮市,1,300,2003,1,未上場,"BtoB,BtoC",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
有限会社ライスフィールド,http://www.ricefield.co.jp,松田圭太,千葉県,いすみ市,1,-,,,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社本田,https://www.hondainsatsu.co.jp,本田恭一,宮城県,仙台市若林区,1,-,1952,1,未上場,"BtoC,BtoB",マスコミ,紙媒体印刷,書籍出版,Web制作,,,,,,,,,,,,,,,,,,
株式会社エル・アイ・シー,http://lic.c.ooco.jp,浅田恵子,埼玉県,さいたま市緑区,1,-,1986,5,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社群馬経済新聞社,http://www.gunkei.com,小曽根要人,群馬県,前橋市,1,5750,1983,4,未上場,BtoB,マスコミ,新聞,書籍出版,,,,,,,,,,,,,,,,,,,
株式会社日本プランニングセンター,http://jpci.jp,今村榮太郎,千葉県,松戸市,1,-,,,未上場,BtoC,マスコミ,雑誌出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社知玄舎,http://chigensya.jp,小堀英一,埼玉県,さいたま市北区,1,1000,1997,7,未上場,"BtoB,BtoC",マスコミ,書籍出版,書籍出版,,,,,,,,,,,,,,,,,,,
秋田椿台エフエム放送株式会社,http://www.fm796.com,黒崎一紀,秋田県,秋田市,1,3000,,,未上場,"BtoB,BtoC",マスコミ,放送局,,,,,,,,,,,,,,,,,,,,
ジャパニメ有限会社,http://www.japanime.co.jp,-,埼玉県,川口市,1,-,1998,2,未上場,BtoC,マスコミ,書籍出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
北海企画株式会社,http://www.hokkaikikaku.com,菊池晴海,北海道,札幌市西区,1,300,2009,8,未上場,BtoB,マスコミ,書籍出版,Web制作,インターネット広告代理店,,,,,,,,,,,,,,,,,,
有限会社岡田蘭園,https://sites.google.com,岡田弘,群馬県,前橋市,1,300,,,未上場,BtoC,マスコミ,花屋,書籍出版,,,,,,,,,,,,,,,,,,,
株式会社A-ONE,http://hgm-net.jp,-,北海道,札幌市清田区,1,-,,,未上場,"BtoC,BtoB",マスコミ,書籍出版,イベント,,,,,,,,,,,,,,,,,,,
株式会社インセンス出版,http://www.insens.co.jp,葛西成利,埼玉県,朝霞市,1,1000,2005,6,未上場,BtoC,マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社さきたま出版会,http://sakitama-s.com,岩渕均,埼玉県,さいたま市南区,1,-,1974,8,未上場,"BtoC,BtoB",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社沢辺佐藤新聞店,https://www.sawabe-news.com,佐藤房喜,宮城県,栗原市,1,500,1928,1,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
有限会社ごまめ書房,http://www.gomame.co.jp,-,千葉県,流山市,1,-,,,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社稲毛新聞社,http://www.chiba-shinbun.co.jp,佐藤節子,千葉県,千葉市稲毛区,1,-,1996,9,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
有限会社エディトリアル・デパートメント,http://www.spectatorweb.com,青野利光,茨城県,つくば市,1,-,2001,1,未上場,BtoC,マスコミ,雑誌出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社ワンズワンエージェンシー,http://onesone.jp,高山由美子,千葉県,市川市,1,-,2008,2,未上場,BtoB,マスコミ,広告代理店,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,
株式会社カイロン,http://www.chiron-school.com,遠藤萌,秋田県,秋田市,1,-,2010,5,未上場,BtoC,マスコミ,書籍出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
有限会社穀蔵新聞販売所,http://www.shokokai.or.jp,穀蔵千恵子,北海道,遠別町,1,-,,,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
有限会社データワールド,http://www.dataworld.co.jp,増田利春,埼玉県,川越市,1,-,1985,5,未上場,BtoB,マスコミ,雑誌出版,デザイン,Web制作,,,,,,,,,,,,,,,,,,
株式会社青森毎日広告社,http://t-mainichi.jp,-,青森県,青森市,1,-,,,未上場,BtoB,マスコミ,広告代理店,雑誌出版,,,,,,,,,,,,,,,,,,,
株式会社シンクス,http://www.syncs.co.jp,鹿野純之介,岩手県,盛岡市,1,100,2001,5,未上場,BtoB,マスコミ,テレビ番組,CM制作・映像制作,,,,,,,,,,,,,,,,,,,
株式会社木香書房,http://www.kikoushobou.net,有福雄一,埼玉県,八潮市,1,-,1924,3,未上場,"BtoB,BtoC",マスコミ,書籍出版,雑誌出版,イベント,,,,,,,,,,,,,,,,,,
有限会社井田総合研究所,http://www.ida-soken.co.jp,井田真一,千葉県,我孫子市,1,300,2005,8,未上場,BtoB,マスコミ,経営コンサル,書籍出版,販促コンサル,,,,,,,,,,,,,,,,,,
株式会社月刊おたる,https://www.facebook.com,山本一博,北海道,小樽市,1,-,,,未上場,"BtoB,BtoC",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
有限会社教育報道出版社,http://www.e-hodo.com,梶浦真,埼玉県,川越市,1,300,2002,11,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社安曇出版,http://www.azmp.co.jp,寺島豊,埼玉県,さいたま市北区,1,990,2010,9,未上場,"BtoB,BtoC",マスコミ,書籍出版,デザイン,書籍出版,,,,,,,,,,,,,,,,,,
有限会社まんぼう社,http://www.manbow-sha.co.jp,-,千葉県,千葉市花見川区,0,-,,,未上場,"BtoB,BtoC",マスコミ,紙媒体印刷,書籍出版,,,,,,,,,,,,,,,,,,,
株式会社アウトカム・マネジメント,http://www.outcome-management.jp,渡辺正見,福島県,新地町,0,1000,2002,10,未上場,BtoB,マスコミ,企業研修,書籍出版,研究・調査・リサーチ,,,,,,,,,,,,,,,,,,
株式会社イベント工学研究所,http://www.event-kougaku.co.jp,佐藤公,北海道,札幌市中央区,0,1000,1980,5,未上場,BtoB,マスコミ,雑誌出版,販促コンサル,紙媒体印刷,,,,,,,,,,,,,,,,,,
株式会社プライマリーイノベーション,https://www.primaryinnovation.co.jp,梅澤伸嘉,群馬県,桐生市,0,-,2013,11,未上場,"BtoC,BtoB",マスコミ,雑誌出版,洋食・レストラン,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社ジャスト,http://www.vien.co.jp,-,群馬県,前橋市,0,4000,2004,2,未上場,BtoB,マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
秋田文化出版株式会社,http://akita-bunka.info,-,秋田県,秋田市,0,-,1990,1,未上場,"BtoC,BtoB",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社朝日ぐんま,http://www.asahigunma.com,-,群馬県,前橋市,0,-,,,未上場,"BtoB,BtoC",マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社ファースト,https://www.fast-2013.jp,佐藤寿哉,埼玉県,久喜市,0,1000,2012,2,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
有限会社綱川新聞舗,http://2512836.com,綱川伸,千葉県,千葉市稲毛区,0,-,,,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
釧路ケーブルテレビ株式会社,http://www.kctvnet.jp,巽好,北海道,釧路市,0,9000,2007,2,未上場,BtoC,マスコミ,放送局,通信回線,,,,,,,,,,,,,,,,,,,
有限会社梵企画,http://www.bonplan.co.jp,鎌田正樹,埼玉県,北本市,0,500,1986,12,未上場,"BtoC,BtoB",マスコミ,書籍出版,雑誌出版,教材,,,,,,,,,,,,,,,,,,
歴史春秋出版株式会社,http://www.knpgateway.co.jp,阿部隆一,福島県,会津若松市,0,1000,1984,10,未上場,"BtoB,BtoC",マスコミ,書籍出版,紙媒体印刷,eコマース,,,,,,,,,,,,,,,,,,
株式会社Rainbowgate,https://rainbow-gate.jimdo.com,鈴木恵介,宮城県,仙台市泉区,0,900,2009,5,未上場,"BtoC,BtoB",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社ウィック・ビジュアル・ビューロウ,https://wick.co.jp,増野知英,千葉県,市原市,0,1000,1990,12,未上場,"BtoC,BtoB",マスコミ,CM制作・映像制作,書籍出版,書籍出版,,,,,,,,,,,,,,,,,,
株式会社ゲイン,http://gms-high.com,邊見登志雄,千葉県,千葉市美浜区,0,1000,1985,4,未上場,"BtoB,BtoC",マスコミ,雑誌出版,雑誌出版,資格取得,,,,,,,,,,,,,,,,,,
有限会社オール競輪新聞社,https://www.facebook.com,-,北海道,函館市,2,-,,,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社振学出版,http://shingaku-s.jp,荒木幹光,埼玉県,さいたま市中央区,0,-,1990,4,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
北広島エフエム放送株式会社,https://ja-jp.facebook.com,-,北海道,北広島市,0,-,2000,12,未上場,BtoB,マスコミ,放送局,,,,,,,,,,,,,,,,,,,,
株式会社ふくろうエフエム,https://296.fm,谷口幸一,千葉県,八千代市,0,2500,2016,3,未上場,"BtoB,BtoC",マスコミ,ラジオ制作,,,,,,,,,,,,,,,,,,,,
株式会社SG商会,http://www.sugashoukai.com,須賀清次,群馬県,前橋市,0,500,1980,3,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社ウェイズ,https://ways-gp.co.jp,若生幸弘,宮城県,仙台市青葉区,0,440,2011,12,未上場,"BtoB,BtoC",マスコミ,保険代理店,テレビ番組,ラジオ制作,,,,,,,,,,,,,,,,,,
株式会社エイアイエム,http://aimgroup.jp,高橋寛文,北海道,札幌市白石区,0,1000,1988,9,未上場,"BtoC,BtoB",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
国際ラジオ放送株式会社,http://www.narita.fm,秋葉良子,千葉県,成田市,0,3000,2014,8,未上場,BtoC,マスコミ,ラジオ制作,,,,,,,,,,,,,,,,,,,,
有限会社イースト,http://mainichi-east.com,長田俊明,埼玉県,越谷市,0,-,2000,5,未上場,"BtoB,BtoC",マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
有限会社競週社,http://www.keishu.jp,宮崎智正,岩手県,盛岡市,0,-,,,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社FMたまむら,http://www.fm773.co.jp,高橋忠雄,群馬県,玉村町,0,-,2006,3,未上場,"BtoB,BtoC",マスコミ,放送局,ラジオ制作,,,,,,,,,,,,,,,,,,,
