会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
株式会社ゴーウエスト,http://go-west.co.jp,矢田健一,東京都,渋谷区,10,1200,1991,6,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社ぺりかん社,http://www.perikansha.co.jp,-,東京都,文京区,10,-,,,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社学文社,http://www.gakubunsha.com,田中千津子,東京都,目黒区,10,-,,,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社euphoria factory,http://euphoria-factory.com,サーフェン智,東京都,目黒区,10,-,2005,2,未上場,"BtoC,BtoB",マスコミ,書籍出版,雑誌出版,デザイン,,,,,,,,,,,,,,,,,,
株式会社ランズ,http://www.runs-net.co.jp,市岡正朗,東京都,新宿区,10,1000,1982,3,未上場,BtoB,マスコミ,販促コンサル,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,
株式会社藤原書店,http://www.fujiwara-shoten.co.jp,藤原良雄,東京都,新宿区,10,-,1989,11,未上場,BtoC,マスコミ,書籍出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社交通界,http://www.kohtsukai.net,植村俊郎,東京都,渋谷区,10,2000,2002,2,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社むし社,http://www.mushi-sha.com,小林信之,東京都,中野区,10,-,,,未上場,"BtoB,BtoC",マスコミ,動物・ペット,動物・ペット,書籍出版,,,,,,,,,,,,,,,,,,
株式会社ゼロクリエイト,http://zero-create.com,貞照高志,東京都,渋谷区,10,1000,1991,8,未上場,BtoB,マスコミ,テレビ番組,芸能プロダクション・タレント,,,,,,,,,,,,,,,,,,,
株式会社美少女図鑑,https://bishoujo-zukan.jp,中村孔亮,東京都,渋谷区,9,-,,,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社プレノオーブ,https://plenoaube.com,佐藤洋介,東京都,文京区,9,100,2006,6,未上場,"BtoC,BtoB",マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社さんばん,http://www.sanban.co.jp,柴田紀之,東京都,渋谷区,12,3000,2004,7,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社同友館,http://www.doyukan.co.jp,脇坂康弘,東京都,文京区,9,3000,1959,1,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社建築画報社,https://www.kenchiku-gahou.com,櫻井旬子,東京都,新宿区,9,1000,1966,6,未上場,"BtoB,BtoC",マスコミ,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,,
株式会社エムツークリエイト,http://www.m2-c.co.jp,深海正洋,東京都,新宿区,9,300,1994,5,未上場,BtoB,マスコミ,デザイン,書籍出版,書籍出版,,,,,,,,,,,,,,,,,,
株式会社サイクロン・クリエイティブ,http://www.psyclone.jp,栗田哲朗,東京都,渋谷区,9,1000,2010,7,未上場,BtoB,マスコミ,デザイン,書籍出版,,,,,,,,,,,,,,,,,,,
スフィアリンクス株式会社,http://spherelinks.co.jp,高沖佑輔,東京都,江東区,9,100,2008,2,未上場,BtoB,マスコミ,テレビ番組,インターネット広告代理店,,,,,,,,,,,,,,,,,,,
株式会社オン・ザ・ストマック,http://www.on-sto.net,井上大心,東京都,渋谷区,9,888,2013,10,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社養賢堂,http://www.yokendo.com,及川雅司,東京都,文京区,9,-,,,未上場,"BtoC,BtoB",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
K・Pクリエイションズ株式会社,http://www.koyanagi.co.jp,小柳幸子,東京都,渋谷区,9,5000,1936,6,未上場,"BtoC,BtoB",マスコミ,デザイン,書籍出版,,,,,,,,,,,,,,,,,,,
有限会社ゼイドンノウ,http://gabba2hey.com,住田浩志,東京都,新宿区,9,-,2005,4,未上場,"BtoC,BtoB",マスコミ,テレビ番組,書籍出版,イベント,,,,,,,,,,,,,,,,,,
株式会社リベロ,http://www.libero-media.com,渡邉和孝,東京都,江東区,9,2000,1995,8,未上場,BtoB,マスコミ,テレビ番組,雑誌出版,書籍出版,,,,,,,,,,,,,,,,,,
有限会社ブツクハウスエイチデイ,http://www.bookhousehd.com,松葉谷勉,東京都,中野区,9,400,1979,10,未上場,"BtoC,BtoB",マスコミ,書籍出版,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,
株式会社橋梁新聞社,http://www.kyoryoshimbun.co.jp,澤田明嶺,東京都,台東区,9,1000,1981,4,未上場,"BtoC,BtoB",マスコミ,新聞,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社アンダーバー,http://www.underbar-inc.com,小出晃,東京都,渋谷区,9,1500,,,未上場,"BtoC,BtoB",マスコミ,販促コンサル,書籍出版,eコマース,,,,,,,,,,,,,,,,,,
株式会社ひつじ書房,http://www.hituzi.co.jp,松本功,東京都,文京区,9,-,2005,1,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社ヒョーロン・パブリッシャーズ,https://www.hyoron.co.jp,髙津征男,東京都,新宿区,9,1000,1952,3,未上場,"BtoB,BtoC",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社ラティナ・フォルティス,https://www.latinacorp.com,ダニエルモンテベルデ,東京都,世田谷区,9,8000,1985,8,未上場,BtoB,マスコミ,テレビ番組,デザイン,,,,,,,,,,,,,,,,,,,
株式会社ハー・ストーリィ,http://herstory.co.jp,日野佳恵子,東京都,世田谷区,9,1000,1990,8,未上場,"BtoC,BtoB",マスコミ,雑誌出版,雑誌出版,研究・調査・リサーチ,,,,,,,,,,,,,,,,,,
株式会社NORTHVILLAGE,https://www.northvillage64.com,北村健一,東京都,世田谷区,9,-,,,未上場,"BtoB,BtoC",マスコミ,新聞,ビル清掃・ハウス清掃,業務請負,,,,,,,,,,,,,,,,,,
株式会社総合報道,http://www.sogohodo.co.jp,上杉幸生,東京都,新宿区,9,1000,1958,3,未上場,"BtoC,BtoB",マスコミ,書籍出版,雑誌出版,新聞,,,,,,,,,,,,,,,,,,
株式会社ひつじ書房,http://www.hituzi.co.jp,松本功,東京都,文京区,9,-,2005,1,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社ラティナ・フォルティス,https://www.latinacorp.com,ダニエルモンテベルデ,東京都,世田谷区,9,8000,1985,8,未上場,BtoB,マスコミ,テレビ番組,デザイン,,,,,,,,,,,,,,,,,,,
株式会社橋梁新聞社,http://www.kyoryoshimbun.co.jp,澤田明嶺,東京都,台東区,9,1000,1981,4,未上場,"BtoC,BtoB",マスコミ,新聞,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社建築画報社,https://www.kenchiku-gahou.com,櫻井旬子,東京都,新宿区,9,1000,1966,6,未上場,"BtoB,BtoC",マスコミ,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,,
有限会社ワンスタイル,http://www.onestyle.net,渡邉敏広,東京都,品川区,8,-,,,未上場,BtoB,マスコミ,芸能プロダクション・タレント,テレビ番組,CM制作・映像制作,,,,,,,,,,,,,,,,,,
株式会社アイフィス,http://www.ifys.co.jp,小原好春,東京都,文京区,9,2200,1988,2,未上場,BtoB,マスコミ,デザイン,書籍出版,イベント,,,,,,,,,,,,,,,,,,
株式会社新泉社,http://www.shinsensha.com,石垣雅設,東京都,文京区,8,-,,,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社戸田デザイン研究室,http://toda-design.com,戸田靖,東京都,文京区,8,1000,1990,5,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
レインボータウンエフエム放送株式会社,http://885fm.jp,小嶋映治,東京都,江東区,8,-,2003,3,未上場,"BtoB,BtoC",マスコミ,放送局,,,,,,,,,,,,,,,,,,,,
株式会社現代人文社,http://www.genjin.jp,成澤壽信,東京都,新宿区,8,1500,1994,11,未上場,BtoC,マスコミ,書籍出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社食料新聞社,http://www.syokuryou-shinbun.com,平野康治,東京都,台東区,8,-,,,未上場,BtoB,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社東峰書房,http://tohoshobo.info,鏡渕敬,東京都,新宿区,7,2000,,,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社判例時報社,http://hanreijiho.co.jp,矢野裕,東京都,文京区,8,1000,1963,12,未上場,BtoC,マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
有限会社サードパーティー,http://3rd-party.co.jp,大木荘八,東京都,台東区,8,600,2005,6,未上場,BtoB,マスコミ,テレビ番組,レンタルスペース,,,,,,,,,,,,,,,,,,,
株式会社日本畜産振興会,http://w3.alpha-web.ne.jp,宮崎信行,東京都,渋谷区,8,-,,,未上場,"BtoC,BtoB",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社エー・アイ,https://www.office-ai.co.jp,飯島陸太,東京都,世田谷区,8,-,1989,6,未上場,"BtoC,BtoB",マスコミ,写真,雑誌出版,,,,,,,,,,,,,,,,,,,
株式会社週刊粧業,https://www.syogyo.jp,加藤英俊,東京都,文京区,8,1550,1953,4,未上場,"BtoC,BtoB",マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
有限会社シャイカー,http://www.shaiker.co.jp,後藤剛,東京都,渋谷区,8,-,1997,3,未上場,BtoB,マスコミ,テレビ番組,CM制作・映像制作,,,,,,,,,,,,,,,,,,,
アドコム・メディア株式会社,http://www.adcom-media.co.jp,喜多野乃子,東京都,新宿区,8,1000,,,未上場,BtoB,マスコミ,雑誌出版,Webアプリ・サービス運営,イベント,,,,,,,,,,,,,,,,,,
株式会社印刷出版研究所,http://www.print-info.co.jp,沼尾佳憲,東京都,新宿区,8,-,,,未上場,BtoC,マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社文生書院,https://www.bunsei.co.jp,小沼良成,東京都,文京区,8,-,,,未上場,BtoC,マスコミ,書籍出版,リサイクルショップ,書籍出版,,,,,,,,,,,,,,,,,,
株式会社青林書院,http://www.seirin.co.jp,逸見慎一,東京都,文京区,8,2400,1954,3,未上場,"BtoC,BtoB",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社ペイジメーカー,http://www.pagemaker1985.com,石塚一夫,東京都,墨田区,8,2700,1985,1,未上場,BtoB,マスコミ,広告代理店,書籍出版,組織コンサル,,,,,,,,,,,,,,,,,,
株式会社源,http://www.vibes-web.com,只野利浩,東京都,文京区,8,-,,,未上場,BtoC,マスコミ,雑誌出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社インパクト,http://tv-impact.net,渡邊正司,東京都,新宿区,8,-,2008,6,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社青弓社,https://www.seikyusha.co.jp,-,東京都,新宿区,8,-,,,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社ナノキューブ,http://www.nanoqube.co.jp,杉山光和,東京都,大田区,8,800,2000,7,未上場,BtoB,マスコミ,テレビ番組,CM制作・映像制作,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,
株式会社思潮社,http://www.shichosha.co.jp,小田久郎,東京都,新宿区,8,-,1956,1,未上場,"BtoC,BtoB",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社ヒカルランド,https://www.hikaruland.co.jp,石井健資,東京都,新宿区,8,998,2010,4,未上場,"BtoB,BtoC",マスコミ,書籍出版,イベント,,,,,,,,,,,,,,,,,,,
株式会社ヘッドルーム,http://www.headroom.co.jp,-,東京都,目黒区,8,1000,1990,9,未上場,"BtoB,BtoC",マスコミ,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,,
株式会社Bevy,http://www.bevy.co.jp,道地美絵,東京都,渋谷区,8,1850,2012,7,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社通販新聞社,http://www.tsuhanshinbun.com,遊佐胖,東京都,文京区,8,1000,1991,4,未上場,"BtoB,BtoC",マスコミ,新聞,書籍出版,,,,,,,,,,,,,,,,,,,
ディアンドデパートメント株式会社,https://www.d-department.com,ナガオカケンメイ,東京都,世田谷区,8,1200,1997,5,未上場,"BtoB,BtoC",マスコミ,雑貨製造,書籍出版,Web制作,,,,,,,,,,,,,,,,,,
有限会社ノートルモンド社,http://her-story.jp,-,東京都,目黒区,8,-,,,未上場,BtoC,マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社国政情報センター,https://www.kokuseijoho.jp,-,東京都,渋谷区,8,-,1984,3,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社ムーブマン,https://mouvement.jp,羽佐間圭介,東京都,渋谷区,8,2000,1977,3,未上場,BtoB,マスコミ,テレビ番組,デジタル系コンテンツ,イベント,,,,,,,,,,,,,,,,,,
株式会社星和書店,http://www.seiwa-pb.co.jp,石澤雄司,東京都,杉並区,8,1000,1970,8,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社オルタナ,http://www.alterna.co.jp,森摂,東京都,渋谷区,8,2909,2006,9,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社電波タイムス社,http://www.dempa-times.co.jp,麻生浩一郎,東京都,渋谷区,8,3500,1949,10,未上場,BtoC,マスコミ,新聞,toCセミナー業界,,,,,,,,,,,,,,,,,,,
有限会社マジックボックス,https://magicboxtv.wixsite.com,福地裕之,東京都,渋谷区,8,300,2004,2,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社JUMPs,http://www.jump-s.jp,小口馨,東京都,渋谷区,8,400,2012,1,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
不二出版株式会社,https://www.fujishuppan.co.jp,-,東京都,文京区,8,-,,,未上場,"BtoB,BtoC",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社映像新聞社,http://www.eizoshimbun.com,信井文寿,東京都,文京区,8,1000,1972,3,未上場,"BtoB,BtoC",マスコミ,新聞,書籍出版,,,,,,,,,,,,,,,,,,,
株式会社ねこまど,https://nekomado.com,北尾まどか,東京都,新宿区,7,2000,2010,1,未上場,"BtoB,BtoC",マスコミ,書籍出版,イベント,,,,,,,,,,,,,,,,,,,
株式会社cubix,http://www.cubix.jp,関晴夫,東京都,新宿区,7,-,2007,1,未上場,BtoB,マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社ムービーチャンネル,http://www.movie-ch.co.jp,竹内敬太郎,東京都,渋谷区,7,1000,1996,2,未上場,"BtoB,BtoC",マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
文永堂出版株式会社,https://buneido-shuppan.com,福毅,東京都,文京区,7,-,,,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社ブラウンズブックス,http://www.barfout.jp,山崎二郎,東京都,世田谷区,7,1100,1994,3,未上場,"BtoC,BtoB",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社エス・エル・エフ,http://slf-ltd.com,股張祐二,東京都,文京区,4,-,2001,5,未上場,"BtoC,BtoB",マスコミ,雑誌出版,イベント,マルチメディア・楽器,,,,,,,,,,,,,,,,,,
株式会社ハート出版,http://www.810.co.jp,日高裕明,東京都,豊島区,7,3000,1986,8,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社げんごろう,https://www.gengoro.net,平尾登紀子,東京都,墨田区,7,300,1992,4,未上場,"BtoB,BtoC",マスコミ,書籍出版,toCセミナー業界,イベント,,,,,,,,,,,,,,,,,,
モダン出版株式会社,http://www.modern.co.jp,大原芳樹,東京都,文京区,7,1000,1987,12,未上場,BtoC,マスコミ,雑誌出版,イベント,,,,,,,,,,,,,,,,,,,
株式会社マウンハーフジャパン,http://www.maunharf.co.jp,片山立志,東京都,新宿区,7,2000,1996,2,未上場,BtoB,マスコミ,企業研修,書籍出版,資格取得,,,,,,,,,,,,,,,,,,
株式会社FACT,http://www.musica-net.jp,鹿野淳,東京都,世田谷区,7,1000,2004,3,未上場,BtoB,マスコミ,雑誌出版,イベント,,,,,,,,,,,,,,,,,,,
株式会社古今書院,http://www.kokon.co.jp,橋本寿資,東京都,文京区,7,-,1922,2,未上場,"BtoB,BtoC",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
株式会社新広告社,http://shinkokokusha.com,木村一教,東京都,渋谷区,7,1000,1966,6,未上場,BtoB,マスコミ,広告代理店,書籍出版,紙媒体印刷,,,,,,,,,,,,,,,,,,
日生ビデオ株式会社,https://nissei-video.co.jp,丸山竜也,東京都,文京区,7,-,1979,6,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社オフィス・シロウズ,http://www.shirous.com,押田興将,東京都,新宿区,7,-,1993,2,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社大有,http://www.daiyu.co,小堀正次,東京都,新宿区,7,1000,1975,4,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社プラネットライツ,http://www.kakurega-online.com,浅香芳博,東京都,新宿区,7,4500,1996,7,未上場,BtoC,マスコミ,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,,
株式会社mK5,http://mk5.co.jp,光原朋秀,東京都,渋谷区,7,50,2011,4,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社インテルフィン,http://www.intf.jp,今本勝行,東京都,豊島区,7,1000,2010,4,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
リトライブ株式会社,https://www.retribes.co.jp,佐藤元紀,東京都,渋谷区,7,3846,2007,5,未上場,BtoB,マスコミ,Webアプリ・サービス運営,書籍出版,,,,,,,,,,,,,,,,,,,
株式会社医事日報,http://www.ijinippo.co.jp,五十嵐秀夫,東京都,文京区,7,-,1955,8,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社東京コア,http://www.t-core.co.jp,西山正美,東京都,新宿区,7,300,2009,8,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社創成社,https://www.books-sosei.com,塚田尚寛,東京都,文京区,7,1000,,,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社ゴルフトゥデイ社,https://golftoday.tv,鈴木賢志,東京都,新宿区,7,5000,1990,10,未上場,BtoB,マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
バイラルブレインパートナーズ株式会社,http://www.viralbrain-p.com,福永成秀,東京都,渋谷区,7,1000,2009,2,未上場,"BtoC,BtoB",マスコミ,書籍出版,Web制作,販促コンサル,,,,,,,,,,,,,,,,,,
株式会社不知火プロ,http://www.dynamicproduction.co.jp,永井謙次,東京都,新宿区,7,1000,1973,10,未上場,BtoB,マスコミ,雑誌出版,Web制作,書籍出版,,,,,,,,,,,,,,,,,,
トラストトウキョウ株式会社,http://www.trust-g.jp,山下誉也,東京都,渋谷区,7,1000,2007,2,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
ポエムピース株式会社,http://poempiece.com,-,東京都,杉並区,7,-,,,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社アース・オン,http://earthon.jp,塩原旨人,東京都,墨田区,7,1000,1996,1,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社タルカス,http://www.tarkus.jp,-,東京都,新宿区,7,-,,,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社国際地学協会,https://www.chizuya.co.jp,木庭圓成,東京都,新宿区,7,3000,1959,3,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社ビバリッジジャパン社,http://www.beverage-j.co.jp,埴義彦,東京都,豊島区,7,1000,1978,8,未上場,BtoC,マスコミ,雑誌出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社萌文書林,http://houbun.com,服部直人,東京都,文京区,7,-,1983,11,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社ムービーチャンネル,http://www.movie-ch.co.jp,竹内敬太郎,東京都,渋谷区,7,1000,1996,2,未上場,"BtoB,BtoC",マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
ロケットミュージック株式会社,https://www.gakufu.co.jp,助安博之,東京都,世田谷区,6,1000,2011,2,未上場,BtoC,マスコミ,書籍出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
株式会社えふぶんの壱,http://www.ef-1.co.jp,山口秀矢,東京都,渋谷区,6,1500,1990,6,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社ノラ・コミュニケーションズ,http://www.noracomi.co.jp,中川順一,東京都,新宿区,7,1000,1993,7,未上場,"BtoC,BtoB",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社桝井論平事務所,http://ronpei.jp,桝井あけぼの,東京都,渋谷区,6,-,1999,11,未上場,"BtoC,BtoB",マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
有限会社秋編集事務所,http://edit-aki.co.jp,秋元秀俊,東京都,文京区,6,1000,1991,10,未上場,BtoB,マスコミ,書籍出版,紙媒体印刷,,,,,,,,,,,,,,,,,,,
大正出版株式会社,http://www.taishoshuppan.co.jp,渡辺勝正,東京都,渋谷区,6,-,1977,1,未上場,BtoB,マスコミ,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,,
株式会社日本屋根経済新聞社,http://www.yanet.co.jp,林隆史,東京都,杉並区,6,-,1973,8,未上場,"BtoB,BtoC",マスコミ,新聞,書籍出版,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社シービーアール,https://cbr-pub.com,小林俊二,東京都,文京区,6,1000,2003,5,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社雷鳥社,http://www.raichosha.co.jp,柳谷行宏,東京都,杉並区,6,420,1966,9,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社冷凍食品新聞社,http://www.reishoku.co.jp,永沼博明,東京都,新宿区,6,1000,1970,5,未上場,BtoC,マスコミ,新聞,書籍出版,,,,,,,,,,,,,,,,,,,
株式会社アズ・バーズ,http://www.asbirds.com,指田貴行,東京都,新宿区,6,3000,1976,9,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社私塾界,http://www.shijyukukai.jp,山田未知之,東京都,豊島区,6,600,1983,1,未上場,"BtoC,BtoB",マスコミ,塾・予備校,書籍出版,雑誌出版,,,,,,,,,,,,,,,,,,
株式会社冷凍食品新聞社,http://www.reishoku.co.jp,永沼博明,東京都,新宿区,6,1000,1970,5,未上場,BtoC,マスコミ,新聞,書籍出版,,,,,,,,,,,,,,,,,,,
警備保障タイムズ株式会社,http://kh-t.jp,六車護,東京都,新宿区,6,2000,2012,1,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社トイ,http://www.toy.co.jp,戸田智雄,東京都,目黒区,6,5000,1984,2,未上場,BtoB,マスコミ,書籍出版,Webアプリ・サービス運営,デザイン,,,,,,,,,,,,,,,,,,
株式会社きずな出版,http://www.kizuna-pub.jp,櫻井秀勲,東京都,新宿区,6,-,2013,3,未上場,BtoB,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社フィットネススポーツ,http://www.fitness-sports.jp,手塚栄司,東京都,江東区,6,1000,1993,1,未上場,BtoB,マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
有限会社アリア,http://aria-media.co.jp,鈴木健一,東京都,渋谷区,6,300,2005,6,未上場,BtoB,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社仏教タイムス社,http://www.bukkyo-times.co.jp,山崎龍明,東京都,新宿区,6,-,1955,1,未上場,"BtoC,BtoB",マスコミ,書籍出版,新聞,,,,,,,,,,,,,,,,,,,
有限会社カノン・クリエイティブ,http://kanon-creative.com,小山師香雄,東京都,新宿区,6,-,2005,6,未上場,BtoC,マスコミ,雑誌出版,書籍出版,,,,,,,,,,,,,,,,,,,
株式会社廣済堂出版,http://www.kosaido-pub.co.jp,舩津雅弘,東京都,渋谷区,6,1000,1970,4,未上場,BtoC,マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社東洋書林,http://www.toyoshorin.co.jp,成瀬雅人,東京都,新宿区,6,1000,1980,10,未上場,BtoC,マスコミ,書籍出版,eコマース,eコマース,,,,,,,,,,,,,,,,,,
菓子食品新聞株式会社,https://www.okashi-np.com,桑村詔雄,東京都,文京区,6,500,1925,1,未上場,BtoB,マスコミ,新聞,雑誌出版,,,,,,,,,,,,,,,,,,,
キラジェンヌ株式会社,http://www.kirasienne.com,吉良さおり,東京都,渋谷区,6,1000,2007,5,未上場,"BtoC,BtoB",マスコミ,雑誌出版,,,,,,,,,,,,,,,,,,,,
日本アミューズメント放送株式会社,http://www.pachitele.com,長谷川崇彦,東京都,渋谷区,6,-,1999,8,未上場,BtoC,マスコミ,テレビ番組,,,,,,,,,,,,,,,,,,,,
株式会社廣川書店,http://www.hirokawa-shoten.co.jp,-,東京都,文京区,6,-,,,未上場,"BtoC,BtoB",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
株式会社スノーバード,http://www.snowbird.jp,原田博宇,東京都,渋谷区,6,1000,1986,3,未上場,"BtoC,BtoB",マスコミ,ラジオ制作,,,,,,,,,,,,,,,,,,,,
株式会社日本屋根経済新聞社,http://www.yanet.co.jp,林隆史,東京都,杉並区,6,-,1973,8,未上場,"BtoB,BtoC",マスコミ,新聞,書籍出版,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
日経デリバリーネットワーク株式会社,http://nsn-oi.com,竹沢元博,東京都,品川区,6,300,1996,7,未上場,BtoC,マスコミ,新聞,,,,,,,,,,,,,,,,,,,,
株式会社ジーウォーク,http://gwalk.sakura.ne.jp,日下部一成,東京都,目黒区,6,3100,2002,1,未上場,"BtoB,BtoC",マスコミ,書籍出版,システム開発,CM制作・映像制作,,,,,,,,,,,,,,,,,,
ホメオパシー出版株式会社,http://www.homoeopathy-books.co.jp,-,東京都,世田谷区,6,-,,,未上場,"BtoB,BtoC",マスコミ,書籍出版,書籍出版,,,,,,,,,,,,,,,,,,,
ゼンドラ株式会社,http://www.zendora.co.jp,関誠,東京都,文京区,6,-,1965,11,未上場,"BtoB,BtoC",マスコミ,雑誌出版,新聞,,,,,,,,,,,,,,,,,,,
株式会社シービーアール,https://cbr-pub.com,小林俊二,東京都,文京区,6,1000,2003,5,未上場,"BtoB,BtoC",マスコミ,書籍出版,,,,,,,,,,,,,,,,,,,,
有限会社秋編集事務所,http://edit-aki.co.jp,秋元秀俊,東京都,文京区,6,1000,1991,10,未上場,BtoB,マスコミ,書籍出版,紙媒体印刷,,,,,,,,,,,,,,,,,,,
